Case_IDs,BSN-AS1,RHBG,RP11-524L6.4,CDKN2B,CTD-2066L21.3,CTA-212A2.3,MAGI1-IT1,PSMD4,RP3-324O17.8,EIF4E3,SORBS2,CTD-2154B17.3,RP11-708J19.3,GBAP1,CADPS,SNORA72,ERVFRD-3,DAB2,AC112219.1,NUP210L,ERC2-IT1,INTS6P1,APOL2,MTX1,TPMTP2,CDKN2B-AS1,GBE1,CTD-2154B17.1,RNU4-78P,INTS3,PRIMPOL,MYLKP1,RNU6-1309P,RP1-251I12.1,SUCLG2-AS1,RP11-169K17.2,IZUMO3,APOL6,RP11-216N14.7,DNAH12
TCGA-97-7938-10A,0.0042,-0.0003,0.0038,0.005,0.0,-0.006,0.0042,-0.0251,0.0011,0.0042,0.0244,0.0009,0.0042,-0.0003,0.0042,0.0095,0.005,0.0,0.0042,-0.0003,0.0042,0.0,-0.006,-0.0003,0.0042,0.005,0.0046,0.0009,0.0042,-0.0003,-0.0514,0.0042,-0.0251,0.0009,0.0042,0.0042,0.005,-0.006,-0.0003,0.0042
TCGA-44-3918-01B,-0.0892,0.0283,-0.0662,0.0747,0.0715,-0.1758,0.1925,0.4014,-0.0191,0.1925,-0.0523,-0.0828,-0.0545,0.2572,-0.1223,0.0587,0.0747,-5.9574,0.1925,0.2572,-0.0727,0.0071,-0.1758,0.2572,-0.1594,0.0747,-0.0134,-0.0828,-0.1594,0.2572,-0.0523,-0.0373,0.4014,0.021,0.1925,-0.0331,0.0747,-0.1758,0.2572,-0.0727
TCGA-66-2780-11A,-0.0017,-0.001,-0.0034,0.0009,0.0008,0.0232,-0.0017,0.0472,0.0119,0.0054,0.0106,0.0026,-0.0017,-0.001,-0.0017,0.0078,0.0009,0.0008,0.0054,-0.001,-0.0017,0.0008,0.0232,-0.001,-0.0017,0.0009,0.0054,0.0026,-0.0017,-0.001,0.0106,0.0054,0.0472,-0.0135,-0.0017,0.0171,0.002,0.2766,-0.001,-0.0017
TCGA-O2-A52Q-01A,-0.3106,0.0632,0.0553,-0.2934,0.0625,0.0907,-0.3104,0.0982,0.6379,-0.3104,0.0649,0.0584,-0.3106,0.0699,-0.3184,0.0446,-0.2934,0.0625,-0.3104,0.0699,-0.3106,0.0625,0.0907,0.0699,-0.3106,-0.2934,-0.3104,0.0584,-0.3106,0.0699,0.0649,-0.3104,0.0982,0.0584,-0.3104,-0.3106,-0.2991,0.0907,0.0699,-0.3106
TCGA-99-7458-01A,-0.0264,0.2362,0.0418,0.0681,0.4924,-0.1713,-0.0264,0.2452,-0.1557,-0.0222,0.0287,0.24,-0.0264,0.2362,-0.0264,0.0374,0.0681,-0.0255,-0.0222,0.2362,-0.0264,-0.0255,-0.1713,0.2362,-0.0264,0.0681,-0.0389,0.24,-0.0264,0.2362,0.0287,-0.0222,0.2452,0.1089,-0.0264,-0.0246,0.0757,-0.1713,0.2362,-0.0264
TCGA-55-7284-10A,0.009,0.0038,-0.0003,0.0088,0.0044,0.0102,0.009,0.0134,0.0091,0.0051,0.012,0.0044,0.009,0.0038,0.009,0.0009,0.0088,0.0044,0.0051,0.0038,0.009,0.0044,0.0102,0.0038,0.009,0.0088,0.0042,0.0044,0.009,0.0038,0.012,0.0051,0.0134,0.0044,0.009,0.009,0.0088,0.0102,0.0038,0.009
TCGA-56-7582-01A,-0.378,0.2193,-0.4713,-0.354,0.4181,0.5305,-0.378,0.2508,0.1448,-0.4003,-0.4015,0.3986,-0.378,0.2193,-0.378,0.4253,-0.354,0.6929,-0.4003,0.2193,-0.378,0.5492,0.5305,0.2193,-0.378,-0.354,-0.3765,0.3986,-0.378,0.2193,-0.4015,-0.4003,0.2508,0.3986,-0.378,-0.378,-0.3787,0.5305,0.2193,-0.378
TCGA-68-7755-10A,-0.0036,0.0013,-0.0042,-0.0009,-0.0064,-0.0009,-0.0036,0.0059,0.0018,0.0023,0.0049,0.0015,-0.0036,0.0013,-0.0036,-0.0001,-0.0009,-0.0064,0.0023,0.0013,-0.0036,-0.0064,-0.0009,0.0013,-0.0036,-0.0009,0.0023,0.0015,-0.0036,0.0013,0.0049,0.0023,0.0059,-0.0064,-0.0036,-0.0036,-0.0052,-0.0009,0.0013,-0.0036
TCGA-66-2754-01A,-0.3396,0.4604,-0.283,-1.0529,0.4772,-0.0749,-0.2882,0.153,0.1368,-0.2836,-0.2502,0.5246,-0.3396,0.4604,-0.2351,0.1189,-1.0384,0.4869,-0.3636,0.4604,-0.3024,0.4869,-0.0749,0.4604,-0.2927,-1.0529,-0.288,0.5246,-0.2927,0.4604,-0.2857,-0.2688,0.153,0.537,-0.2882,-0.3593,-1.0529,-0.0749,0.4604,-0.3024
TCGA-55-7995-10A,0.002,-1.557,-0.0026,0.0012,0.002,0.0044,-0.0029,0.026,0.0014,0.0001,0.0197,-0.001,0.002,0.0137,-0.0029,0.0044,0.0012,0.002,0.0001,0.0137,-0.0029,0.002,0.0044,0.0137,0.002,0.0012,0.0007,-0.001,0.002,0.0137,0.0197,0.0001,0.026,0.0006,-0.0029,-0.0052,-0.001,0.0044,0.0137,-0.0029
TCGA-67-4679-01B,-0.0099,0.4142,0.0155,0.0067,0.0146,-0.0381,0.0151,0.4142,-0.0231,0.0024,0.0152,0.0078,-0.0099,0.4142,0.0151,-0.0066,0.0067,0.0146,0.0024,0.4142,0.0007,0.0146,-0.0381,0.4142,0.007,0.0067,0.0168,0.0078,0.007,0.4142,0.0152,-0.0792,0.4142,0.0078,0.0151,-0.0162,0.0069,-0.0381,0.4142,0.0007
TCGA-69-8453-01A,0.0559,0.0555,-0.0056,-0.5841,0.1341,-0.0728,0.0674,0.0589,-0.0677,0.0674,-0.055,0.132,0.0559,0.0555,0.0674,0.0558,-0.5841,0.1341,0.0674,0.0555,0.0559,0.1341,-0.0728,0.0555,0.0559,-0.5841,0.0674,0.132,0.0559,0.0555,-0.055,0.0674,0.0589,0.132,0.0674,0.0599,-0.2095,-0.0728,0.0555,0.0559
TCGA-55-8616-10A,-0.0015,0.0007,-0.0014,-0.0042,-0.0027,-0.0031,-0.0015,0.0228,0.0007,-0.0034,-0.0007,0.0,-0.0015,0.0007,-0.0015,0.0023,-0.0042,-0.0027,-0.0034,0.0007,-0.0015,-0.0027,-0.0031,0.0007,-0.0045,-0.0042,-0.0034,0.0,-0.0045,0.0007,-0.0007,-0.0034,0.0228,-0.0027,-0.0015,-0.0045,-0.0042,-0.0031,0.0007,-0.0015
TCGA-44-6148-01A,-0.009,-0.0179,-0.0019,0.0055,0.0008,-0.0256,0.0091,-0.0142,-0.0185,-0.0141,0.0156,-0.0002,-0.009,-0.0179,0.0091,-0.0047,0.0055,0.0008,-0.0141,-0.0179,-0.009,0.0008,-0.0256,-0.0179,-0.009,0.0055,-0.0023,-0.0002,-0.009,-0.0179,0.0156,-0.0141,-0.0142,-0.0002,0.0091,-0.009,0.0038,-0.0256,-0.0179,-0.009
TCGA-91-8497-10A,-0.0026,0.0061,0.0003,0.0,-0.0023,-0.0076,-0.0026,0.0122,-0.0011,0.0008,-0.0054,-0.0023,-0.0026,0.0061,-0.0026,-0.0026,0.0,-0.0023,0.0008,0.0061,-0.0026,-0.0023,-0.0076,0.0061,-0.0031,0.0,0.0027,-0.0023,-0.0031,0.0061,-0.0054,-0.8541,0.0122,-0.0023,-0.0026,-0.0031,0.0,-0.0076,0.0061,-0.0026
TCGA-49-4488-11A,0.0237,0.0313,0.0195,0.028,0.0255,-0.0006,0.0237,0.0169,0.0096,0.0314,0.029,0.0277,0.0237,0.0313,0.0237,0.0266,0.028,0.0255,0.0314,0.0313,0.0237,0.0255,-0.0006,0.0313,0.0237,0.028,0.0314,0.0277,0.0237,0.0313,0.029,0.0314,0.0169,0.0336,0.0237,0.0237,0.0346,-0.0006,0.0313,0.0237
TCGA-85-8287-01A,-0.1733,0.0693,-0.2081,-0.1874,0.286,0.3824,-0.2103,0.0724,0.3102,-0.2083,-0.0888,0.2868,-0.1733,0.0693,-0.2103,0.3428,-0.1874,0.286,-0.2083,0.0693,-0.2,0.286,0.3824,0.0693,-0.1993,-0.1874,-0.2051,0.2868,-0.1993,0.0693,-0.0888,-0.2083,0.0724,0.2868,-0.2103,0.0156,-0.1874,0.4097,0.0693,-0.2
TCGA-77-7463-01A,-0.1826,-0.0313,-0.4555,-0.225,0.8905,0.5733,-0.1826,-0.0137,0.1819,-0.1824,-0.5424,0.8892,-0.1826,-0.0313,-0.1826,0.2834,-0.225,0.8905,-0.1824,-0.0313,-0.1826,0.8905,0.5733,-0.0313,-0.1826,-0.225,-0.2105,0.8892,-0.1826,-0.0313,-0.5424,-0.1824,-0.0137,0.8912,-0.1826,-0.1826,-0.2282,0.5733,-0.0313,-0.1826
TCGA-21-1080-01A,-0.4871,0.125,-0.4913,-0.5007,0.8674,0.0782,-0.4791,0.1829,0.1227,-0.5006,-0.51,0.8418,-0.4871,0.125,-0.4948,0.1088,-0.5007,0.8636,-0.5006,0.125,-0.4871,0.8636,0.0782,0.125,-0.4871,-0.5007,-0.4701,0.8418,-0.4871,0.1645,-0.51,-0.5006,0.1829,1.3516,-0.4791,-0.4949,-0.5514,0.0782,0.125,-0.4871
TCGA-55-6970-11A,0.0181,0.0145,0.0207,0.0172,0.0218,0.0107,0.0181,0.0176,0.0187,0.0227,0.0167,0.022,0.0181,0.0145,0.0181,0.0157,0.0172,0.0218,0.0227,0.0145,0.0181,0.0218,0.0107,0.0145,0.0181,0.0172,0.0174,0.022,0.0181,0.0145,0.0167,0.0227,0.0176,0.022,0.0181,0.0138,0.0147,0.0107,0.0145,0.0181
TCGA-60-2723-01A,-0.2039,0.263,-0.2162,-0.1893,0.8413,0.5564,-0.2041,0.2458,-0.1844,-0.2107,-0.2299,0.5437,-0.2039,0.263,-0.2019,0.0634,-0.1893,0.6097,-0.2107,0.263,-0.2039,0.6097,0.5564,0.263,-0.2039,-0.1893,-0.2062,0.5437,-0.2039,0.263,-0.2299,-0.2107,0.2458,0.6146,-0.2041,-0.207,-0.215,0.5564,0.263,-0.2039
TCGA-37-3783-10A,0.0048,0.0032,0.0084,-0.0121,-0.0052,0.0885,0.0141,0.0828,0.0067,0.0029,0.0039,0.0044,0.0048,0.0032,0.0048,0.0057,-0.0121,-0.0072,0.0029,0.0032,0.0048,-0.0072,0.0885,0.0032,0.0048,-0.0121,0.0029,0.0044,0.0048,0.0032,0.05,0.0029,0.0828,-0.0031,0.0141,0.0074,-0.0121,0.0885,0.0032,0.0048
TCGA-95-8494-01A,-0.4298,0.146,0.3438,-0.4161,0.3576,0.1694,0.0049,0.1511,0.149,0.0049,0.155,0.5243,-0.4298,0.146,-0.4351,0.2764,-0.4161,0.3576,0.0049,0.146,-0.4298,0.3576,0.1694,0.146,-0.4298,-0.4161,-0.1384,0.5243,-0.4298,0.146,0.155,0.0049,0.1511,0.5448,0.0049,-0.439,-0.4165,0.1694,0.146,-0.4298
TCGA-50-6594-01A,-0.4247,0.1745,-0.5108,0.895,0.8972,-0.4797,-0.5092,0.1933,0.1837,-0.517,0.3961,1.1252,-0.4247,0.1819,-0.5092,0.1955,0.895,0.8972,-0.517,0.1819,-0.5092,0.8972,-0.4797,0.1819,-0.5001,0.895,-0.5354,1.1252,-0.5001,0.1819,0.3961,-0.517,0.1933,1.1654,-0.5092,-0.5001,0.8859,-0.4797,0.1819,-0.5092
TCGA-67-3772-01A,-0.3204,0.2232,-0.2071,-0.194,-0.101,0.0127,-0.2846,0.2095,0.1987,-0.2876,0.0862,-0.1077,-0.3204,0.2232,-0.2846,0.0838,-0.7266,-0.1306,-0.2876,0.2232,-0.2846,-0.1306,0.0127,0.2232,-0.2956,-0.194,-0.2684,-0.1077,-0.2956,0.2232,0.0862,-0.2876,0.2095,-0.101,-0.2846,-0.2956,-0.2045,0.0127,0.2232,-0.2846
TCGA-LA-A7SW-01A,-0.0719,0.7244,-0.2249,-0.4312,0.3174,-0.0863,-0.4276,0.5577,0.4345,-0.4408,-0.4737,0.3122,-0.4869,0.704,-0.4276,0.109,-0.4312,0.3375,-0.4408,0.3165,-0.4538,0.3375,-0.0863,0.704,-0.0285,-0.4312,-0.4408,0.3122,-0.0285,0.3165,-0.4737,-0.4408,0.5487,0.3412,-1.0938,-0.1492,-0.4312,-0.0863,0.3165,-0.4538
TCGA-22-5477-01A,-0.389,-0.0741,-0.4521,-0.0537,1.0168,0.6109,-0.3838,-0.0542,0.2655,-0.4151,0.0872,0.6618,-0.389,-0.0741,-0.3838,0.2294,-0.0537,1.0168,-0.4151,-0.0741,-0.3838,0.6764,0.6109,-0.0741,-0.389,-0.0537,-0.4151,0.6618,-0.389,-0.0741,0.0872,-0.4151,-0.0542,0.6618,-0.3838,-0.3901,-0.0937,0.6109,-0.0741,-0.3838
TCGA-94-A4VJ-01A,-0.3468,0.1766,-0.0528,-1.1889,0.4044,0.1007,-0.3897,0.2104,0.3501,-0.3882,-0.3974,0.4071,-0.3468,0.1766,-0.3897,-0.0601,-0.3735,-0.0823,-0.3882,0.1766,-0.3897,-0.0823,0.1007,0.1766,-0.3796,-1.1889,-0.4072,0.4071,-0.3796,0.1766,-0.3974,-0.3971,0.2104,0.3859,-0.3897,0.5644,-0.3757,0.1007,0.1766,-0.3897
TCGA-34-5927-10A,0.018,0.0111,0.0162,0.0171,0.0187,0.0214,0.0125,0.0189,0.0179,0.0125,0.0184,0.0261,0.018,0.0111,0.0067,0.0189,0.0171,0.0187,0.0125,0.0111,0.0067,0.0187,0.0214,0.0111,0.018,0.0171,0.0125,1.0675,0.018,0.0111,0.0184,0.0125,0.0308,0.0187,0.0125,0.0106,0.0152,0.0214,0.0111,0.0067
TCGA-56-A62T-01A,-0.4197,-0.1278,0.0709,0.0741,0.2489,-0.1089,-0.4844,-0.1228,0.457,-0.5,0.2841,0.2759,-0.4197,-0.1278,-0.4844,0.4624,0.0741,0.3064,-0.5,-0.4276,-0.4721,0.3064,-0.1089,-0.1278,-0.4663,0.0741,-0.4903,0.2759,-0.4663,-0.4276,0.2841,-0.5,-0.1228,0.283,-0.4844,-0.474,0.0592,-0.1089,-0.4276,-0.4721
TCGA-L4-A4E6-10A,0.0001,0.0046,0.0053,0.0029,0.0047,-0.0006,0.0098,0.0224,0.0014,0.0081,0.0094,0.0,0.0001,0.0046,0.0098,0.0053,0.0029,0.0047,0.0081,0.0046,0.0098,0.0047,-0.0006,0.0046,0.0001,0.0029,0.0077,0.0,0.0001,0.0046,0.0094,0.0081,0.0224,0.0044,0.0098,0.0072,0.0137,-0.0006,0.0046,0.0098
TCGA-49-6761-01A,0.0453,0.4536,0.1536,0.0128,0.2847,-0.1357,0.0056,0.4412,0.0309,0.0039,-0.0057,0.2819,0.0453,0.4536,0.0056,0.4982,0.0128,0.2847,0.0039,0.4536,0.0056,0.2847,-0.1357,0.4536,0.0095,0.0128,0.0039,0.2819,0.0095,0.4536,-0.0057,0.0039,0.4412,0.2874,0.0056,0.0095,0.0128,-0.1357,0.4536,0.0056
TCGA-58-A46N-10A,0.0033,0.012,0.0,0.0011,-0.0027,0.0162,0.0033,0.001,0.0109,0.0033,0.0063,-0.0027,0.0033,0.012,0.0033,0.0068,0.0011,-0.0027,0.0033,0.012,0.0033,-0.0027,0.0162,0.012,0.0033,0.0011,0.0033,-0.0027,0.0033,0.012,0.0063,0.0033,0.0729,-0.0027,0.0033,0.0023,0.0011,0.0162,0.012,0.0033
TCGA-66-2781-11A,0.0136,0.0035,0.003,0.0074,0.0017,0.0136,0.0087,0.0369,0.0094,0.0087,0.0145,0.0043,0.0136,0.0035,0.0087,0.0026,0.0074,0.0017,0.0087,0.0035,0.0136,0.0017,0.0136,0.0035,0.0136,0.0074,0.0054,0.0043,0.0136,0.0035,0.0145,0.0087,0.0369,0.001,0.0087,0.0075,0.017,0.0136,0.0035,0.0136
TCGA-75-6214-01A,-0.2192,0.0543,-0.1548,-1.9379,0.4912,-0.2575,-0.2591,0.0473,0.5155,-0.2591,-0.2084,0.2683,-0.2192,0.0543,-0.2591,0.034,-1.9379,0.2834,-0.2591,0.0543,-0.2591,0.2834,-0.2575,0.0543,-0.2487,-1.9379,-0.2591,0.2683,-0.2487,0.0543,-0.2084,-0.2591,0.0473,0.3013,-0.2591,-0.2487,0.1412,-0.2575,0.0543,-0.2591
TCGA-55-A492-01A,-0.1901,0.5832,-0.0907,-0.5105,0.0421,0.013,-0.1901,0.5895,0.079,-0.1998,-0.1991,0.0327,-0.1901,0.5832,-0.1901,0.5979,-0.5105,0.0374,-0.1841,0.5832,-0.1901,0.0374,0.013,0.5832,-0.1901,-0.5105,-0.1812,0.0327,-0.1901,0.5832,-0.1991,-0.1841,0.5895,0.0358,-0.1901,-0.1901,-0.5183,0.013,0.5832,-0.1901
TCGA-90-A4EE-01A,-0.2148,0.348,-0.2169,-0.196,0.1638,-0.2231,-0.2106,0.3695,0.1126,-0.2106,-0.1815,0.396,-0.2148,0.348,-0.2106,0.358,-0.196,-0.2067,-0.2106,0.348,-0.2106,-0.2067,-0.2231,0.348,-0.2148,-0.196,-0.2013,0.396,-0.2148,0.348,-0.1815,-0.2106,0.3695,0.4091,-0.2106,-0.2386,-0.6198,-0.2231,0.348,-0.2106
TCGA-05-5425-01A,-0.2044,0.5319,-0.105,-0.5452,0.4564,-0.196,-0.2314,0.4336,0.4204,-0.2314,-0.4755,0.1763,-0.2044,0.5319,-0.2295,0.0752,-0.5452,0.4564,-0.2314,0.5319,-1.7977,0.4564,-0.196,0.5319,-0.2044,-0.5452,-0.2314,0.1763,-0.2044,0.5319,-0.4755,-0.2314,0.4336,0.2854,-0.2314,-0.1026,-0.419,-0.196,0.5319,-0.2157
TCGA-NC-A5HP-01A,-0.4828,0.7239,-0.4456,-0.8612,0.1134,0.3868,-0.4451,0.7503,0.1996,-0.507,-0.4397,0.1014,-0.4828,0.7239,-0.4451,0.4113,-0.8612,0.1134,-0.507,0.7239,-0.4828,0.1134,0.3868,0.7239,-0.4828,-0.8612,-0.507,0.1014,-0.4828,0.7239,-0.4397,-0.507,0.7503,0.1134,-0.4451,-0.4931,-0.8612,0.3868,0.7239,-0.4828
TCGA-44-6148-10A,0.0017,0.0014,0.0026,-0.0074,-0.0041,0.0752,0.0017,-0.0078,0.004,0.0,0.0057,-0.0015,0.0017,0.0014,0.0017,-0.0071,-0.0074,-0.0109,0.0,0.0014,0.0017,-0.0109,0.0752,0.0014,0.0017,-0.0074,0.0,-0.0015,0.0017,0.0014,0.133,0.0,-0.0152,-0.0015,0.0017,0.0017,-0.0074,0.0752,0.0014,0.0017
TCGA-99-AA5R-01A,-0.0321,0.0494,0.0026,-0.0651,0.0357,-0.0264,-0.0339,0.0658,0.0161,-0.0339,-0.0372,0.0322,-0.0321,0.0494,-0.0321,-0.001,-0.0651,0.0357,-0.0339,0.0494,-0.0321,0.0357,-0.0264,0.0494,-0.0263,-0.0651,-0.0381,0.0322,-0.0263,0.0494,-0.0372,-0.0339,0.0658,0.0377,-0.0339,-0.0332,-0.0651,-0.0264,0.0494,-0.0321
TCGA-05-4397-01A,-0.621,0.5478,0.0505,0.1416,0.0962,0.1405,-0.7115,0.0963,0.0988,-0.7115,0.0227,0.0449,-0.621,0.5478,-0.7115,0.033,0.1416,0.1099,-0.7115,0.5478,-0.7536,0.0265,0.1405,0.5478,-0.6722,0.1416,-0.7303,0.0449,-0.6722,0.5478,0.1228,-0.7115,0.0963,0.0961,-0.7115,-0.7102,0.0491,0.1405,0.5478,-0.6703
TCGA-85-8071-10A,0.0054,0.0055,0.0071,0.0078,0.0094,0.0098,0.0068,0.0195,0.0055,0.0068,0.0133,0.0094,0.0054,0.0055,0.0068,0.0051,0.0078,0.0094,0.0068,0.0055,0.0054,0.0094,0.0098,0.0055,0.0054,0.0078,0.0068,0.0094,0.0054,0.0055,0.0133,0.0068,0.0195,0.0094,0.0068,0.0054,0.0078,0.0098,0.0055,0.0054
TCGA-86-8073-01A,-0.2158,0.081,-0.2407,-0.171,0.4796,0.0619,-0.2158,0.0905,0.082,-0.2245,0.0503,0.5086,-0.2158,0.081,-0.2158,0.0409,-0.171,0.4796,-0.2245,0.081,-0.2158,0.4796,0.0619,0.081,-0.2186,-0.171,-0.2245,0.5086,-0.2186,0.081,-0.0136,-0.2245,0.0905,0.5112,-0.2158,-0.2186,-0.171,0.0619,0.081,-0.2158
TCGA-49-4507-01A,-0.1557,0.2509,-0.0731,-0.7703,0.1101,-0.1863,-0.1257,0.5603,0.0213,-0.1326,-0.121,0.101,-0.168,0.5347,-0.1257,0.3223,-0.7703,0.1101,-0.1326,0.5347,-0.1557,0.1101,-0.1863,0.5347,-0.168,-0.7703,-0.083,0.101,-0.168,0.5347,-0.121,-0.1326,0.5603,0.1145,-0.1257,0.2441,-0.3937,-0.1863,0.5347,-0.1557
TCGA-50-5066-01A,-0.0107,0.1321,-0.1532,0.0046,-0.0198,-0.1394,-0.0107,0.4186,0.1184,-0.0107,-0.1172,0.5855,-0.0107,1.136,-0.0107,0.0192,0.0046,0.1307,-0.0107,0.3647,-0.0107,0.1307,-0.1394,0.3647,-0.0107,0.0046,0.1705,0.5855,-0.0107,0.3647,-0.1172,-0.0107,0.4186,0.3143,-0.0107,-0.0107,0.0046,-0.1565,0.3647,-0.0107
TCGA-66-2786-01A,-0.3784,0.1855,-0.405,-0.3778,0.8531,0.1807,-0.4237,0.1471,0.1188,-0.4087,0.1123,0.8154,-0.3784,0.1855,-0.4237,0.091,-0.3778,0.9041,-0.4087,0.1855,-0.4237,0.9041,0.1807,0.1855,-0.4219,-0.3778,-0.4087,0.8154,-0.4219,0.1855,0.1123,-0.4087,0.1471,0.879,-0.4237,-0.4253,-0.4063,0.1807,0.1855,-0.4237
TCGA-21-1072-01A,-0.0554,0.3785,-0.2872,-0.2935,0.5845,0.211,-0.056,0.4142,-0.0452,-0.0838,-0.4202,0.6194,-0.0554,0.3785,-0.056,0.2277,-0.2935,0.6137,-0.0838,0.3785,-0.0554,0.6137,0.211,0.3785,-0.0554,-0.2935,-0.0121,0.6194,-0.0554,0.3785,-0.4202,-0.0838,0.4142,0.6194,-0.056,-0.0528,-0.2935,0.211,0.3785,-0.0554
TCGA-NK-A5CX-01A,-0.1638,0.0578,-0.2201,-0.7579,0.448,-0.1919,-0.166,0.0937,0.3632,-0.167,-0.1559,0.4413,-0.1638,0.0578,-0.1654,0.0525,-0.7579,0.448,-0.167,0.0578,-0.1638,0.448,-0.1919,0.0578,-0.1638,-0.7579,-0.1632,0.4413,-0.1638,0.0578,-0.1559,-0.167,0.0937,0.448,-0.166,-0.1638,-0.0827,-0.1919,0.0578,-0.1638
TCGA-69-A59K-10A,-0.0006,-0.0034,0.0038,0.0,0.0055,-0.0011,-0.0006,-0.0026,-0.0021,0.0035,0.0091,0.0054,-0.0006,-0.0034,-0.0006,0.0018,0.0,0.0055,0.0035,-0.0034,-0.0006,0.0055,-0.0011,-0.0034,0.0003,0.0,0.0062,0.0054,0.0003,-0.0034,0.0091,0.0035,-0.0026,0.0054,-0.0006,0.0054,0.0,-0.0011,-0.0034,-0.0006
TCGA-85-8052-10A,0.0013,0.0019,0.0035,0.01,0.0077,0.0035,0.0023,0.0263,0.006,0.0025,0.0155,0.0099,0.0013,0.0019,0.0023,0.0053,0.01,0.0077,0.0025,0.0019,0.0013,0.0077,0.0035,0.0019,0.0013,0.01,0.008,0.0099,0.0013,0.0019,0.0155,0.0025,0.0263,0.0077,0.0023,0.0125,0.01,0.0035,0.0019,0.0013
TCGA-55-7911-10A,-0.0018,-0.006,-0.0014,-0.0037,-0.0014,0.0072,-0.0018,-0.0023,0.0046,-0.0005,-0.0051,0.0005,-0.0018,-0.006,-0.0018,0.0013,-0.0037,-0.0014,-0.0005,-0.006,-0.0018,-0.0014,0.0072,-0.006,-0.0018,-0.0037,-0.0005,0.0005,-0.0018,-0.006,-0.0051,-0.0005,-0.0023,-0.0014,-0.0018,-0.0018,-0.0037,0.0072,-0.006,-0.0018
TCGA-21-1071-01A,-0.2051,0.288,0.1662,-0.8903,0.1765,-0.186,0.0398,0.3067,0.1836,0.0339,-0.3351,0.1738,-0.2051,0.288,0.0398,0.1694,-0.8903,0.1765,0.0339,0.288,-0.192,0.1765,-0.186,0.288,-0.2051,-0.8903,0.0339,0.1738,-0.2051,0.288,-0.3351,0.0339,0.3067,0.1907,0.0398,-0.1921,-0.8903,-0.186,0.288,-0.192
TCGA-35-5375-10A,-0.0034,0.0039,-0.0001,0.0064,-0.0005,0.0026,0.0051,0.0369,0.0055,0.0051,0.0019,0.0091,-0.0034,0.0039,0.0051,-0.0041,0.0064,-0.0005,0.0051,0.0039,0.0051,-0.0005,0.0026,0.0039,0.0029,0.0064,0.0014,0.0091,0.0029,0.0039,0.0019,0.0051,0.0369,0.0091,0.0051,0.0044,0.0064,0.0026,0.0039,0.0051
TCGA-05-4389-01A,-0.3374,0.7204,-0.3215,-0.665,0.3015,-0.152,-0.3265,0.7087,0.2539,-0.3173,-0.2911,0.2882,-0.3374,0.7204,-0.3103,0.3008,-0.665,0.3015,-0.3173,0.7204,-0.3374,0.3015,-0.152,0.7204,-0.3058,-0.665,-0.2884,0.2882,-0.3374,0.7204,-0.2911,-0.3173,0.7087,0.2978,-0.3265,-0.3058,-0.2388,-0.152,0.7204,-0.3374
TCGA-90-A4ED-10A,0.0114,0.0031,-0.0018,0.0102,0.0023,0.0131,0.0014,0.0254,0.0124,0.0033,0.0101,0.0054,0.0114,0.0031,0.0014,0.005,0.0102,0.0023,0.0033,0.0031,0.0164,0.0023,0.0131,0.0031,0.0114,0.0102,0.0,0.0054,0.0114,0.0031,0.0101,0.0033,0.0254,0.0023,0.0014,0.0114,0.0102,0.0131,0.0031,0.0164
TCGA-NJ-A4YG-01A,-0.0595,0.3371,0.2369,0.0262,0.4266,-0.0635,-0.0759,0.3599,-0.0648,-0.0758,-0.075,0.4266,-0.0595,0.3371,-0.0759,-0.0669,0.0262,0.4266,-0.0758,0.3371,-0.0595,0.4266,-0.0635,0.3371,-0.0679,0.0262,-0.0758,0.4266,-0.0679,0.3371,-0.075,-0.0758,0.3599,0.4266,-0.0759,-0.0679,0.0458,-0.0635,0.3371,-0.0595
TCGA-78-7147-01A,-0.3362,0.2237,0.251,-0.2641,0.6445,0.0087,-0.3164,0.2602,0.0017,-0.3163,-0.3157,0.6419,-0.3362,0.2237,-0.3164,0.2576,-0.2641,0.6249,-0.3163,0.2237,-0.3164,0.6249,0.0087,0.2237,-0.3305,-0.2641,-0.3163,0.6419,-0.3305,0.2237,-0.3157,-0.3163,0.2602,0.6445,-0.3164,-0.3305,-0.4177,0.0087,0.2237,-0.3164
TCGA-39-5029-01A,-0.2816,-0.2797,-0.2749,-0.431,0.4574,-0.2293,-0.2816,-0.1909,0.3988,-0.2878,0.1619,0.4514,-0.2816,-0.2233,-0.2816,0.391,-0.431,0.4633,-0.2878,-0.2233,-0.2816,0.4633,-0.2293,-0.2233,-0.2747,-0.431,-0.3292,0.5734,-0.2747,-0.2233,0.1619,-0.2878,-0.1909,0.4777,-0.2816,0.3426,-0.4596,-0.2293,-0.2233,-0.2816
TCGA-49-AARE-11A,-0.0167,0.0138,-0.0007,0.0065,0.0153,-0.0095,0.0025,0.0017,0.1233,0.0025,-0.0068,-0.012,-0.0167,0.0034,0.0025,0.0096,0.0065,0.0153,0.0025,0.0034,0.0005,0.0153,-0.0095,0.0034,0.0052,0.0065,0.0025,-0.012,0.0052,0.0034,-0.0068,0.0025,0.0017,0.091,0.0025,-0.0042,0.0065,-0.0006,0.0034,0.0005
