Case_IDs,BSN-AS1,RHBG,RP11-524L6.4,CDKN2B,CTD-2066L21.3,CTA-212A2.3,MAGI1-IT1,PSMD4,RP3-324O17.8,EIF4E3,SORBS2,CTD-2154B17.3,RP11-708J19.3,GBAP1,CADPS,SNORA72,ERVFRD-3,DAB2,AC112219.1,NUP210L,ERC2-IT1,INTS6P1,APOL2,MTX1,TPMTP2,CDKN2B-AS1,GBE1,CTD-2154B17.1,RNU4-78P,INTS3,PRIMPOL,MYLKP1,RNU6-1309P,RP1-251I12.1,SUCLG2-AS1,RP11-169K17.2,IZUMO3,APOL6,RP11-216N14.7,DNAH12
TCGA-85-8355-01A,-0.1008,0.1084,-0.0993,-0.099,0.02,0.0748,-0.1246,0.1195,0.0559,-0.1319,-0.102,0.0156,-0.1008,0.1084,-0.1246,0.063,-0.099,0.02,-0.1319,0.1084,-0.1246,0.02,0.0748,0.1084,-0.1001,-0.099,-0.1319,0.0156,-0.1001,0.1084,-0.102,-0.1319,0.1195,0.0302,-0.1246,-0.0988,-0.0958,0.0748,0.1084,-0.1246
TCGA-21-5786-01A,-0.3049,0.0478,-0.2997,-0.2822,0.646,0.016,-0.3053,0.0702,1.5401,-0.3053,-0.291,0.6771,-0.3049,0.0478,-0.3053,0.4585,-0.2822,0.6582,-0.3053,0.0478,-0.3205,0.6582,0.016,0.0478,-0.3049,-0.2822,-0.3053,0.6771,-0.3049,0.0478,-0.2858,-0.3053,0.0702,0.6814,-0.3053,-0.3262,-0.2907,0.016,0.0478,-0.3205
TCGA-66-2768-11A,0.0094,0.0059,0.002,0.0121,0.0007,0.0088,0.0093,0.0124,0.0093,0.0093,0.0034,0.0005,0.0094,0.0059,0.0094,0.0013,0.0121,0.0007,0.0093,0.0059,0.0094,0.0007,0.0088,0.0059,0.0094,0.0121,0.0093,0.0005,0.0094,0.0059,0.0034,0.0093,0.0124,0.0013,0.0093,0.0094,0.008,0.0088,0.0059,0.0094
TCGA-75-5147-01A,-0.2112,0.238,-0.2835,-0.0157,0.7844,-0.2336,-0.2112,0.2548,0.02,-0.2112,0.0537,0.7759,-0.2112,0.238,-0.2112,0.4433,-0.0157,0.7898,-0.2112,0.238,-0.2112,0.7898,-0.2336,0.238,-0.2112,-0.0157,-0.2112,0.7759,-0.2112,0.238,0.0537,-0.2112,0.2548,0.7844,-0.2112,-0.2112,-0.0123,-0.2336,0.238,-0.2112
TCGA-63-A5MT-10A,0.0006,-0.0011,0.0006,-0.0001,-0.0045,0.0216,0.0018,0.039,0.0084,0.0096,0.0012,-0.0012,0.0006,-0.0011,0.001,0.0042,-0.0001,-0.0045,0.0096,-0.0011,0.0006,-0.0045,0.0216,-0.0011,0.0006,-0.0001,-0.0013,-0.0012,0.0006,-0.0011,0.0012,0.0096,0.039,-0.0045,0.0018,0.0006,-0.0001,0.0216,-0.0011,0.0006
TCGA-55-A48X-10A,0.0013,0.0035,0.0059,-0.0023,0.0049,-0.01,-0.0001,-0.0053,-0.0044,-0.0001,0.0037,-0.0072,0.0013,0.0035,-0.0001,-0.0018,-0.0023,0.0049,-0.0001,0.0035,-0.0005,0.0049,-0.01,0.0035,0.0013,-0.0023,0.0078,-0.0072,0.0013,0.0035,0.0037,-0.0001,-0.0053,0.0049,-0.0001,0.0084,0.0154,-0.01,0.0035,-0.0005
TCGA-55-8204-01A,-0.2238,0.0384,-0.2213,-0.2252,0.9583,0.2457,-0.2238,0.0384,0.0303,-0.2275,-0.2254,0.9441,-0.2238,0.0384,-0.2238,0.282,-0.2252,0.9704,-0.2275,0.0384,-0.2238,0.9704,0.2457,0.0384,-0.2238,-0.2252,-0.2275,0.9441,-0.2238,0.0384,-0.2254,-0.2275,0.0384,0.9677,-0.2238,-0.2238,-0.2191,0.2457,0.0384,-0.2238
TCGA-86-8359-10A,0.01,0.005,0.0099,0.0022,0.0105,0.003,0.003,0.0088,0.0028,0.0087,0.0197,0.0021,0.01,0.005,0.01,0.0067,0.0022,0.0105,0.0087,0.005,0.01,0.0105,0.003,0.005,0.01,0.0022,0.0087,0.0021,0.01,0.005,0.0197,0.0087,0.0088,0.0105,0.003,0.01,0.0059,0.003,0.005,0.01
TCGA-55-7283-01A,0.0475,0.502,0.0312,-0.1779,0.023,-0.153,0.0554,0.4766,0.0636,0.0564,0.0267,0.0369,0.0475,0.502,0.0554,-0.2008,-0.1779,0.023,0.2389,0.502,0.0554,0.023,-0.153,0.502,0.0453,-0.1779,0.0411,0.0369,0.0453,0.502,0.0267,0.0411,0.4766,0.0289,0.0554,0.0477,-0.1779,-0.153,0.502,0.0554
TCGA-55-A490-01A,-0.4032,0.5177,-0.0391,-0.3569,0.7742,-0.392,-0.0101,0.8925,-0.0339,-0.0458,-0.3739,0.6175,-0.3681,0.7448,-0.0101,-0.0404,-0.3569,0.7742,-0.0458,0.7448,-0.0177,0.7742,-0.392,0.7448,-0.3681,-0.3569,-0.0501,0.6175,-0.3681,0.7448,-0.3739,-0.0458,0.8925,0.6188,-0.0101,-0.3681,-0.3569,-0.392,0.7448,-0.0177
TCGA-85-8276-10A,0.006,0.003,0.0024,0.0046,-0.001,0.0052,0.006,0.0126,0.0033,0.0015,0.0134,0.0058,0.006,0.003,0.006,0.0039,0.0046,0.0036,0.0015,0.003,0.006,0.0036,0.0052,0.003,0.006,0.0046,0.0081,0.0058,0.006,0.003,0.0134,0.0015,0.0126,0.0037,0.006,0.006,0.0046,0.0052,0.003,0.006
TCGA-95-A4VK-10A,-0.0028,0.0027,-0.002,0.0001,0.0043,-0.0005,0.0021,0.0005,-0.002,0.0021,0.0067,0.0034,-0.0028,0.0027,0.0021,0.0031,0.0001,0.0043,0.0021,0.0027,0.0013,0.0043,-0.0005,0.0027,-0.0028,0.0001,0.0021,0.0034,-0.0028,0.0027,0.0067,0.0021,0.0005,0.0135,0.0021,-0.0028,0.0001,-0.0005,0.0027,0.0013
TCGA-68-A59I-01A,-0.1296,0.079,-0.1658,-0.1418,0.5608,-0.2662,-0.1296,0.0722,0.4226,-0.1216,-0.135,0.4695,-0.1296,0.079,-0.1296,0.182,-0.1418,0.5608,-0.1216,0.079,-0.1296,0.5608,-0.2662,0.079,-0.1238,-0.1418,-0.1208,0.4695,-0.1238,0.079,-0.135,-0.1216,0.0722,0.4695,-0.1216,-0.1238,-0.1418,-0.2662,0.079,-0.1296
TCGA-55-8206-10A,0.0035,0.0018,0.0036,0.0011,0.0078,0.003,0.0087,0.0193,0.0062,-0.0046,0.0086,0.0078,0.0035,0.0018,0.0087,0.0051,0.0011,0.0078,-0.0046,0.0018,0.0035,0.0078,0.003,0.0018,0.0035,0.0011,0.005,0.0078,0.0035,0.0018,0.0086,0.0762,0.0193,0.0078,0.0087,0.001,0.0159,0.003,0.0018,0.0035
TCGA-05-4424-01A,0.076,0.3045,-0.2038,-0.0212,0.2961,-0.0836,0.076,0.321,0.5498,0.076,-0.1514,0.464,0.076,0.3045,0.076,0.1776,-0.0212,0.5488,0.076,0.3045,0.076,0.5488,-0.0836,0.3045,0.076,-0.0212,0.0802,0.464,0.076,0.3045,-0.1514,0.076,0.321,0.4672,0.076,0.076,-0.0173,-0.0836,0.3045,0.076
TCGA-50-5051-10A,0.0107,0.0142,0.002,0.0059,0.0079,0.0509,0.0022,0.0481,0.0204,0.0046,0.0139,0.0043,0.0107,0.0142,0.0107,0.01,0.0059,0.0079,0.0046,0.0142,0.0107,0.0079,0.0509,0.0142,0.0107,0.0059,0.0017,0.0043,0.0107,0.0142,0.0105,0.3097,0.0481,0.0043,0.0022,0.0155,-0.0082,0.015,0.0142,0.0107
TCGA-99-8025-01A,-0.0588,0.5251,-0.2414,0.3155,0.5106,-0.1106,-0.0474,0.513,0.3687,-0.0685,-0.26,0.502,-0.0588,0.5251,-0.0474,0.1387,0.3155,0.5106,-0.0685,0.5251,-0.0588,0.5106,-0.1106,0.5251,-0.0487,0.3155,-0.059,0.502,-0.0487,0.5251,-0.26,-0.0685,0.513,0.5075,0.0388,-0.0588,0.1798,-0.1106,0.5251,-0.0588
TCGA-55-8089-01A,-0.032,0.0748,-0.0319,-0.1478,-0.0363,-0.017,-0.0495,0.098,0.0733,-0.0378,0.0762,-0.0444,-0.032,0.0748,-0.0495,0.0769,-0.1478,-0.0363,-0.3186,0.0748,-0.0714,-0.0363,-0.017,0.0748,-0.032,-0.1478,-0.0414,-0.0444,-0.032,0.0748,0.0762,-0.0414,0.098,-0.0444,-0.0495,-0.0341,-0.1478,-0.017,0.0748,-0.0297
TCGA-43-2581-11A,-0.0023,0.0103,-0.0053,-0.0091,0.0022,-0.0041,-0.0023,0.029,0.0116,-0.0023,-0.0063,0.0032,-0.0023,0.0103,-0.0023,0.0056,-0.0091,0.0022,-0.0023,0.0103,-0.0023,0.0022,-0.0041,0.0103,-0.0023,-0.0091,-0.0023,0.0032,-0.0023,0.0103,-0.0063,-0.0023,0.029,-0.0038,-0.0023,-0.0066,-0.0091,-0.0041,0.0103,-0.0023
TCGA-78-8648-10A,0.0029,-0.0026,0.0008,0.0073,0.006,0.0406,0.0029,0.0012,-0.0054,0.0029,0.0066,-0.001,0.0029,-0.0026,0.0029,0.0031,0.0073,0.005,0.0029,-0.0026,0.0029,0.005,0.0406,-0.0026,0.0029,0.0073,0.0061,-0.001,0.0029,-0.0026,0.0066,0.0029,0.0012,0.006,0.0029,0.0029,0.0073,0.0406,-0.0026,0.0029
TCGA-86-8668-10A,-0.0014,0.0003,0.0013,-0.0014,-0.0002,0.007,-0.0011,0.0079,0.0021,-0.0011,0.006,0.0048,-0.0014,0.0003,-0.0025,0.0048,-0.0014,-0.0002,-0.0011,0.0003,-0.0025,-0.0002,0.007,0.0003,-0.0014,-0.0014,0.0075,0.0048,-0.0014,0.0003,0.006,-0.0011,0.0079,0.0048,-0.0011,-0.0014,-0.0014,0.007,0.0003,-0.0025
TCGA-55-6980-01A,-0.098,0.1022,0.2403,-0.275,0.2463,-0.0756,-0.0417,0.1425,0.0161,-0.0706,-0.0004,0.4094,-0.098,0.1022,-0.0417,-0.0552,-0.275,0.2422,-0.0706,0.1022,-0.098,0.2422,-0.0756,0.1022,-0.098,-0.275,-0.0791,0.4094,-0.098,0.1022,-0.0004,-0.0706,0.1425,0.4094,-0.0786,-0.098,-0.275,-0.0756,0.1022,-0.098
TCGA-33-AASD-11A,-0.0001,0.0052,-0.0005,0.0323,0.0017,-0.0021,-0.0003,0.0116,0.0047,-0.0003,0.0106,0.0012,-0.0001,0.0052,-0.0003,0.0008,0.0323,0.0017,-0.0003,0.0052,-0.0001,0.0017,-0.0021,0.0052,0.0017,0.0323,-0.0003,0.0012,0.0017,0.0052,0.0106,-0.0003,0.0116,0.0012,-0.0003,0.0017,0.0364,-0.0021,0.0052,-0.0001
TCGA-MP-A4SY-10A,0.0078,0.0031,0.002,0.0083,0.0048,0.0095,0.0059,0.0288,0.0058,-0.0008,0.0147,-0.001,0.0078,0.0031,0.0059,0.0067,0.0083,0.0065,-0.0008,0.0031,0.0078,0.0065,0.0095,0.0031,0.0078,0.0083,-0.0008,-0.001,0.0078,0.0031,0.0147,-0.0008,0.0288,0.0088,0.0059,0.0007,0.0083,0.0095,0.0031,0.0078
TCGA-55-8510-01A,-0.127,0.3399,-0.1393,-0.1262,0.3265,-0.121,-0.127,0.3542,0.0452,-0.127,0.0356,0.8039,-0.127,0.3399,-0.127,0.3031,-0.1262,0.395,-0.127,0.3399,-0.127,0.395,-0.121,0.3399,-0.127,-0.1262,-0.1326,0.8039,-0.127,0.3399,0.0356,-0.127,0.3542,0.6331,-0.127,-0.1089,-0.1277,-0.121,0.3399,-0.127
TCGA-62-8397-10A,0.0,0.0012,0.0004,0.0009,0.0019,0.0028,0.0,0.0055,0.0027,0.0,0.0033,0.0019,0.0,0.0012,0.0,0.0001,0.0009,0.0019,0.0,0.0012,0.0,0.0019,0.0028,0.0012,0.0,0.0009,0.0,0.0019,0.0,0.0012,0.0222,0.0,0.0055,0.0019,0.0,0.0,0.0009,0.0028,0.0012,0.0
TCGA-NC-A5HF-10A,0.0069,0.0024,0.0047,0.0146,0.0032,0.0112,0.0069,0.0134,0.0034,0.008,0.0133,0.0068,0.0069,0.0024,0.0069,0.0093,0.0146,0.0032,0.008,0.0024,0.0069,0.0008,0.0112,0.0024,0.0064,0.0146,0.0091,0.0068,0.0064,0.0024,0.0133,0.008,0.0134,0.0099,0.0069,0.0203,0.0089,0.0112,0.0024,0.0069
TCGA-66-2787-11A,0.0054,0.0076,0.0072,0.0153,0.001,-0.0017,0.003,0.018,-0.0005,0.0084,0.0109,0.001,0.0054,0.0076,0.0087,0.0015,0.0153,0.001,0.0084,0.0076,-0.0038,0.001,-0.0017,0.0076,0.0054,0.0153,0.0106,0.001,0.0054,0.0076,0.0109,0.0084,0.018,0.001,0.003,0.0014,0.0124,-0.0017,0.0076,-0.0038
TCGA-67-4679-10A,0.0102,0.0078,0.0024,0.0129,0.0034,0.0106,0.0147,0.0119,0.0064,0.0078,0.0156,0.0066,0.0102,0.0078,0.0147,0.0038,0.0129,0.0034,0.0078,0.0078,0.0147,0.0034,0.0106,0.0078,0.0102,0.0129,0.0079,0.0066,0.0102,0.0078,0.0156,0.0078,0.0119,0.0066,0.0147,0.0111,0.0089,0.0106,0.0078,0.0147
TCGA-21-1071-11A,0.0136,0.0092,0.01,0.011,0.01,0.0023,0.0136,0.0051,0.0053,0.0084,0.0128,0.0029,0.0136,0.0092,0.0136,0.0052,0.011,0.01,0.0084,0.0092,0.0136,0.01,0.0023,0.0092,0.0136,0.011,-0.0012,0.0029,0.0136,0.0092,0.0128,0.0084,0.0051,0.01,0.0136,0.0136,0.011,0.0023,0.0092,0.0136
TCGA-69-7760-01A,0.2573,0.4315,0.2606,-0.9195,0.2606,-0.3571,0.2624,0.4431,0.0383,0.2623,-0.0409,0.26,0.2573,0.4315,0.2685,0.256,-0.9195,0.2606,0.2623,0.4315,0.2606,0.2606,-0.3571,0.4315,0.2573,-0.9195,0.2661,0.26,0.2573,0.4315,-0.0409,0.2661,0.4431,0.26,0.2624,0.264,-0.9195,-0.3571,0.4315,0.2606
TCGA-49-6767-11A,0.019,0.0117,0.017,0.0165,0.017,0.0095,0.0214,0.0214,0.0157,0.0214,0.0219,0.0133,0.019,0.0117,0.0203,0.0161,0.0165,0.017,0.0214,0.0117,0.0203,0.017,0.0095,0.0117,0.019,0.0165,0.0201,0.0133,0.019,0.0117,0.0219,0.0214,0.0214,0.0133,0.0214,0.0207,0.0165,0.0095,0.0117,0.0203
TCGA-55-6986-11A,0.0192,0.0133,0.0195,0.0259,0.0105,0.0083,0.0192,0.0176,0.0146,0.0149,0.0176,0.0101,0.0192,0.0133,0.0192,0.0169,0.0259,0.0105,0.0189,0.0133,0.0192,0.0105,0.0083,0.0133,0.02,0.0259,0.0189,0.0101,0.02,0.0133,0.0176,0.0189,0.0176,0.0101,0.0192,0.0202,0.026,0.0083,0.0133,0.0192
TCGA-22-A5C4-10A,0.0041,-0.0015,0.0031,0.0126,0.005,-0.0037,0.0049,0.0135,0.0042,0.0051,0.0141,0.0056,0.0058,-0.0015,0.0049,0.0015,0.0126,0.005,0.0051,-0.0015,0.0041,0.005,-0.0037,-0.0015,0.0058,0.0126,0.0017,0.0056,0.0058,-0.0015,0.0141,0.0051,0.0135,0.005,0.0049,0.0134,0.0126,-0.0037,-0.0015,0.0041
TCGA-63-7020-10A,0.0003,-0.0036,0.0006,0.0005,0.0017,0.0898,0.0003,0.0283,0.0068,0.0003,0.0093,0.0083,0.0003,-0.0036,0.0003,0.0026,0.0005,0.0017,0.0003,-0.0036,0.0003,0.0017,0.0898,-0.0036,0.0003,0.0005,0.0058,0.0083,0.0003,-0.0036,0.0093,0.0003,0.0283,-0.0033,0.0003,0.0,0.0005,0.0898,-0.0036,0.0003
TCGA-44-2656-01B,-0.0738,0.0471,0.0368,-0.068,0.1387,-0.082,-0.0517,0.1327,-0.1004,-0.0517,-0.0105,0.0535,-0.0738,0.0471,-0.0517,-0.0373,-0.068,0.1387,-0.0517,0.0414,-0.0738,0.0676,-0.082,0.0471,-0.0738,-0.068,-0.0517,0.0535,-0.0738,0.0414,-0.0105,-0.0517,0.1327,0.1482,-0.0517,-0.0748,-0.1298,-0.082,0.0414,-0.0191
TCGA-86-8668-01A,0.0475,0.0869,0.0587,-1.0559,0.0707,-0.0188,0.0671,0.0791,0.0033,0.0671,0.0284,0.0293,0.0475,0.0869,0.0777,0.0816,-1.0559,0.0707,0.0671,0.0869,0.0576,0.0707,-0.0188,0.0869,0.0475,-1.0559,0.0887,0.0293,0.0475,0.0869,0.0284,0.0671,0.0791,0.0713,0.0671,0.0445,-1.0121,-0.0188,0.0869,0.0576
TCGA-78-7148-10A,0.0087,0.0012,0.0041,0.0125,0.0066,0.0108,0.0091,0.0033,0.0074,-0.0068,0.022,-0.0056,0.0087,0.0012,0.0091,-0.0005,0.0125,0.0056,-0.0068,0.0012,0.0087,0.0056,0.0108,0.0012,0.0087,0.0125,0.0022,-0.0056,0.0087,0.0012,0.022,-0.0068,0.0033,0.012,0.0091,0.0138,0.0125,0.0108,0.0012,0.0087
TCGA-77-8009-01A,-0.4088,0.4459,-0.3613,-0.5134,0.3056,0.0935,-0.3328,0.3596,0.2042,-0.4564,-0.2379,0.3347,-0.4088,0.4459,-0.4225,0.2401,-0.5134,0.3673,-0.4564,0.4459,-0.3124,0.3673,0.0935,0.4459,-0.3186,-0.5134,-0.3903,0.3347,-0.3186,0.4459,-0.2379,-0.3874,0.5367,0.5132,-0.4179,-0.3393,-0.6751,0.0935,0.4459,-0.3851
TCGA-55-6986-01A,0.0757,-0.0492,0.0711,-0.0457,0.0643,0.0749,0.0757,-0.0493,0.0766,0.0766,0.0725,0.0692,0.0757,-0.0492,0.0757,-0.0381,-0.0457,0.0643,0.0783,-0.0492,0.0757,0.0643,0.0749,-0.0492,0.0747,-0.0457,0.0675,0.0692,0.0747,-0.0492,0.0725,0.0783,-0.0493,0.0692,0.0757,0.0741,-0.0457,0.0749,-0.0492,0.0757
TCGA-77-A5GB-01B,-0.1078,0.094,-0.1063,-0.0021,0.0836,0.0724,-0.1061,0.1161,0.0779,-0.1133,-0.1025,0.0918,-0.1078,0.094,-0.1078,0.0858,-0.0021,0.0836,-0.1133,0.094,-0.1078,0.0836,0.0724,0.094,-0.1078,-0.0021,-0.1133,0.0918,-0.1078,0.094,-0.1025,-0.1133,0.1161,0.0836,-0.1061,-0.1078,-0.0122,0.0724,0.094,-0.1078
TCGA-66-2791-11A,0.0059,0.0037,0.0032,0.0046,-0.0001,0.0105,0.0023,0.026,0.0055,0.004,0.0073,0.0006,0.0059,0.0037,0.0059,0.0051,0.0046,-0.0001,0.004,0.0037,0.0059,-0.0001,0.0105,0.0037,0.0059,0.0046,0.007,0.0006,0.0059,0.0037,0.0073,0.004,0.026,0.0006,0.0088,0.0154,0.0206,0.0105,0.0037,0.0059
TCGA-55-8205-10A,-0.0022,0.0017,-0.0018,-0.0059,-0.0096,0.009,-0.0022,0.0017,0.0067,-0.0022,0.013,-0.0056,-0.0022,0.0017,-0.0022,-0.0008,-0.0059,-0.0096,-0.0022,0.0017,-0.0022,-0.0096,0.009,0.0017,-0.0022,-0.0059,-0.0022,-0.0056,-0.0022,0.0017,0.013,-0.0022,0.0017,-0.0056,-0.0022,-0.0022,-0.0059,0.009,0.0017,-0.0022
TCGA-4B-A93V-10A,-0.0031,-0.0032,-0.0059,-0.0043,-0.0033,0.0184,-0.0031,0.0063,0.0068,-0.0031,-0.0077,-0.0033,-0.0031,-0.0032,-0.0031,0.0017,-0.0043,-0.0033,-0.0031,-0.0032,-0.0031,-0.0033,0.0184,-0.0032,-0.0008,-0.0043,-0.0023,-0.0033,-0.0008,-0.0032,-0.0077,-0.0031,0.0063,-0.0033,-0.0031,-0.0008,-0.0043,0.0184,-0.0032,-0.0031
TCGA-56-8307-01A,-0.3848,0.1923,-0.3914,-0.1613,0.1584,-0.0271,-0.3848,0.2104,-0.0614,-0.3818,0.151,0.1621,-0.3848,0.1923,-0.3848,0.1621,-0.1613,0.1584,-0.3818,0.1923,-0.3848,0.1584,-0.0271,0.1923,-0.3848,-0.1613,-0.3836,0.1621,-0.3848,0.1923,0.151,-0.3818,0.2104,0.1621,-0.3848,-0.3848,-0.1733,-0.0271,0.1923,-0.3848
TCGA-55-6982-11A,0.0201,0.0116,0.0154,0.0185,0.0101,0.0063,0.0201,0.0207,0.0185,0.0163,0.0157,0.004,0.0201,0.0116,0.0201,0.0186,0.0185,0.0172,0.0163,0.0116,0.0201,0.0172,0.0063,0.0116,0.0201,0.0185,0.0163,0.0061,0.0201,0.0116,0.0157,0.0163,0.0207,0.014,0.0201,0.0224,0.0186,0.0063,0.0116,0.0201
TCGA-L9-A743-01A,-0.0624,0.1375,-0.0669,-0.3054,0.4338,-0.0467,-0.0624,0.1539,0.0656,-0.0624,0.0522,0.1275,-0.0624,0.1375,-0.0624,0.1303,-0.1788,0.2792,-0.0624,0.1375,-0.0624,0.2792,-0.0467,0.1375,-0.0624,-0.3054,-0.0624,0.1275,-0.0624,0.1375,0.0522,-0.0624,0.1539,0.3128,-0.0624,-0.0608,0.0586,-0.0467,0.1375,-0.0624
TCGA-85-8072-01A,-0.3948,0.5067,-0.3847,-0.3656,0.3645,-0.1093,-0.4029,0.5534,0.0615,-0.4615,-0.3952,0.3468,-0.136,0.5067,-0.4169,-0.0338,-0.3656,0.3117,-0.4615,0.5067,-0.3853,0.3117,-0.1093,0.5067,-0.136,-0.3656,-0.3923,0.3468,-0.136,0.5067,-0.3952,-0.3561,0.5534,0.3549,-0.4029,-0.136,0.2744,-0.1093,0.5067,-0.3853
TCGA-34-5241-01A,-0.1536,-0.0023,-0.1554,-0.1414,0.5696,0.1407,-0.144,0.0189,-0.0078,-0.1516,-0.1538,0.437,-0.1536,-0.0023,-0.1669,0.3704,-0.1414,0.3492,-0.1516,-0.0023,-0.1536,0.3492,0.1407,-0.0023,-0.1591,-0.1414,-0.1516,0.437,-0.1591,-0.0023,-0.1538,-0.1516,0.0189,0.5637,-0.1853,-0.156,-0.1414,0.1407,-0.0023,-0.1536
TCGA-33-AAS8-01A,-0.338,0.1731,-0.3146,-0.3563,0.2676,0.0025,-0.338,0.1535,0.56,-0.3436,-0.0874,0.2382,-0.338,0.1731,-0.338,0.1801,-0.3563,0.2187,-0.3436,0.1731,-0.338,0.2187,0.0025,0.1731,-0.338,-0.3563,-0.3436,0.2382,-0.338,0.1731,-0.0874,-0.3436,0.1535,0.292,-0.338,-1.4454,-0.3563,0.0025,0.1731,-0.338
TCGA-L9-A8F4-01A,0.026,0.0627,-0.1344,-0.1959,0.351,-0.2137,-0.2043,0.0756,0.2396,-0.2114,-0.2014,0.1688,0.026,0.064,-0.2043,0.4298,-0.1959,0.2438,-0.2114,0.064,-0.2043,0.2438,-0.2137,0.064,0.026,-0.1959,-0.2096,0.1688,0.026,0.064,-0.2014,-0.2114,0.0756,0.6994,-0.2043,0.5861,-0.1959,-0.1547,0.064,-0.2043
TCGA-86-A4JF-01A,-0.2585,0.4283,0.0354,0.0002,0.0693,-0.0793,-0.2481,0.4591,0.0607,-0.2744,-0.0756,0.0656,-0.2585,0.4283,-0.2481,0.0771,0.0002,0.0693,-0.2744,0.4283,-0.2585,0.0693,-0.0793,0.4283,-0.2588,0.0002,-1.7733,0.0656,-0.2588,0.4283,-0.0756,-0.2744,0.4591,0.0644,-0.2481,-0.2588,0.0019,-0.0793,0.4283,-0.2585
TCGA-63-5131-01A,-0.2946,0.2346,-0.2878,-0.2387,0.5723,0.2357,-0.2717,0.2026,0.0052,-0.2943,-0.2277,0.5991,-0.2946,0.2346,-0.2717,0.2613,-0.2387,0.9863,-0.2943,0.2346,-0.2952,1.176,0.2357,0.2346,-0.2946,-0.2387,-0.2448,0.5991,-0.2946,0.2346,-0.2277,-0.2943,0.2026,0.5991,-0.2717,-0.2243,-0.2695,0.2357,0.2346,-0.2962
TCGA-MP-A4TK-10A,0.002,0.0045,0.0031,0.0029,-0.004,-0.0092,0.0061,-0.0101,0.0016,0.0046,0.0066,-0.004,0.002,0.0045,0.0061,0.0033,0.0029,0.003,0.0046,0.0045,0.0061,0.003,-0.0092,0.0045,0.0058,0.0029,0.0046,-0.004,0.0058,0.0045,0.0066,0.0046,-0.0101,-0.004,0.0061,0.0058,0.0029,-0.0092,0.0045,0.0061
TCGA-55-7728-10A,-0.0002,-0.0003,-0.001,-0.001,0.0009,0.0095,-0.0002,0.0061,0.0041,-0.0002,-0.008,-0.0038,-0.0002,-0.0003,-0.0002,0.0002,-0.001,0.0009,-0.0002,-0.0003,-0.0002,0.0009,0.0095,-0.0003,-0.0002,-0.001,-0.0036,-0.0038,-0.0002,-0.0003,-0.008,-0.0002,0.0061,0.0009,-0.0002,-0.0002,-0.0031,0.0095,-0.0003,-0.0002
TCGA-18-3421-01A,-0.3406,0.1899,-0.7038,-0.0165,0.4311,0.1744,-0.3306,0.2025,0.1994,-0.7013,0.2007,0.5822,-0.027,0.1899,-0.3289,0.936,-0.0165,0.4253,-0.7013,0.1899,-0.3446,0.4253,0.1744,0.1899,-0.0272,-0.0165,-0.6448,0.5822,-0.0272,0.2878,0.2007,-0.7013,0.2025,0.5651,-0.3306,-0.0182,-0.0677,0.5824,0.1899,-0.3446
TCGA-44-7659-01A,0.037,0.3448,0.338,-0.0105,0.3259,-0.0153,0.0384,0.3561,-0.0199,0.0455,-0.0056,0.3477,0.037,0.3448,0.0384,-0.0235,-0.0105,0.3259,0.0455,0.3448,0.037,0.3259,-0.0153,0.3448,0.037,-0.0105,-1.1386,0.3477,0.037,0.3448,-0.0056,0.0455,0.3561,0.3259,0.0384,0.0443,-0.0105,-0.0153,0.3448,0.037
TCGA-34-8456-01A,-0.3988,-0.0187,-0.2589,-1.1765,0.6012,0.2129,-0.3988,-0.0171,0.2802,-0.3988,0.2508,0.5723,-0.3988,-0.0187,-0.3988,0.2926,-0.3055,0.6012,-0.3988,-0.0187,-0.3988,0.6012,0.2129,-0.0187,-0.3988,-1.1765,-0.3988,0.5723,-0.3988,-0.0187,0.2508,-0.3988,-0.0171,0.5933,-0.3988,-0.3988,-0.3209,0.2129,-0.0187,-0.3988
TCGA-97-A4M3-01A,0.0238,0.4241,0.0077,0.0124,0.0113,-0.591,0.0136,0.4376,0.0181,0.0103,0.0129,0.0121,0.0343,0.762,0.0136,0.3932,0.0124,0.0113,0.0103,0.7273,-0.0014,0.0113,-0.591,0.762,0.0137,0.0124,0.0166,0.0121,0.0137,0.4449,0.0129,0.0103,0.4376,0.0113,0.0136,0.0137,0.0124,-0.591,0.4449,0.0092
TCGA-37-5819-01A,-0.3652,0.549,-0.0433,-2.2112,0.3507,-0.3543,-0.2955,0.5587,0.3553,-0.3566,-0.9582,0.3568,-0.3652,0.549,-0.2955,0.0748,-2.2112,0.2989,-0.3566,0.549,-0.3393,0.2989,-0.3953,0.549,-0.3652,-2.2112,-0.2863,0.3568,-0.3652,0.549,-0.9582,-0.3566,0.5587,0.3989,-0.369,0.3582,-0.3602,-0.3543,0.549,-0.3393
TCGA-56-5898-10A,0.001,0.0056,0.0022,0.004,0.0002,0.0146,0.0033,0.0222,0.0094,0.0033,0.017,0.0051,0.001,0.0056,0.0033,0.0034,0.004,0.0002,0.0033,0.0056,0.001,0.0002,0.0146,0.0056,0.001,0.004,0.0033,0.0051,0.001,0.0056,0.017,0.0033,0.0222,0.0002,0.0033,0.0073,0.0067,0.0146,0.0056,0.001
