Case_IDs,RNU7-136P,RP11-795A2.2,CCDC39,LINC00969,ARHGEF26,CPN2,CLDN11,IQCJ-SCHIP1,SERPINI1,AADACL2-AS1,ATP13A4,TP63,SOX2-OT,PTX3,C3orf33,UTS2B,RP11-496B10.3,DNAJB11,AGTR1,FRG2FP,PLD1,DHX36,RSRC1,MCCC1,VEZF1P1,RP11-368I23.2,TPRG1,MED12L,AC024560.3,RP11-513G11.3,NLGN1,TM4SF18,PARL,MUC20,TERC,B3GALNT1,RP11-362A9.3,MCF2L2,RP11-197K6.1,RP11-501O2.5
TCGA-22-1000-11A,0.003,0.0051,0.0051,0.0147,0.003,0.0147,0.0083,0.003,0.0083,0.003,0.0147,0.0051,0.0051,0.003,0.003,0.0051,0.0051,0.0051,0.003,0.0147,0.0083,0.003,0.003,0.0051,0.0051,0.0083,0.0051,0.003,0.0147,0.0147,0.0083,0.003,0.0051,0.0147,0.0083,0.003,0.003,0.0051,0.0051,0.003
TCGA-86-8076-01A,-0.0099,-0.0073,-0.0073,-0.013,-0.0099,-0.013,-0.0073,-0.0099,-0.0073,-0.0099,-0.013,-0.0073,-0.0073,-0.0099,-0.0099,-0.0073,-0.0073,-0.0073,-0.0099,-0.0182,-0.0073,-0.0099,-0.0099,-0.0073,-0.0073,-0.0073,-0.0073,-0.0099,-0.0182,-0.013,-0.0073,-0.0099,-0.0073,-0.6765,-0.0073,-0.0099,-0.0099,-0.0073,-0.0073,-0.0099
TCGA-73-4662-11A,0.0133,0.026,0.026,0.0349,0.0133,0.0349,0.026,0.0133,0.026,0.0133,0.0349,0.026,0.026,0.0133,0.0133,0.026,0.026,0.026,0.0133,0.0349,0.026,0.0133,0.0133,0.026,0.026,0.026,0.026,0.0133,0.0349,0.0349,0.026,0.0133,0.026,0.0349,0.026,0.0133,0.0133,0.026,0.026,0.0133
TCGA-60-2696-01A,0.1213,0.1183,0.1183,0.1142,0.1213,0.1142,0.1183,0.1213,0.1183,0.1213,0.1142,0.1183,0.1183,0.1213,0.1213,0.1183,0.1183,0.1183,0.1213,0.1293,0.1183,0.1213,0.1213,0.1183,0.1183,0.1183,0.1183,0.1213,0.1293,0.1142,0.1183,0.1213,0.1183,0.1293,0.1183,0.1213,0.1213,0.1183,0.1183,0.1213
TCGA-21-1078-11A,0.0094,0.0047,0.0047,-0.0129,0.0094,-0.0129,0.0047,0.0094,0.0047,0.0094,-0.0129,0.0047,0.0047,0.0094,0.0094,0.0047,0.0047,0.0047,0.0094,-0.0129,0.0047,0.0094,0.0094,0.0047,0.0047,0.0047,0.0047,0.0094,-0.0129,-0.0129,0.0047,0.0094,0.0047,-0.0129,0.0047,0.0094,0.0094,0.0047,0.0047,0.0094
TCGA-21-A5DI-01A,0.5461,0.5621,0.5621,0.5621,0.5461,0.5621,0.5347,0.5461,0.5347,0.5483,0.5621,0.5621,0.5621,0.5461,0.5461,0.5621,0.5621,0.5621,0.5483,0.6062,0.5347,0.5461,0.5461,0.5621,0.5621,0.5347,0.5621,0.5483,0.6062,0.5621,0.5347,0.5483,0.5621,0.0886,0.5347,0.5461,0.5483,0.5621,0.5621,0.5483
TCGA-55-7914-01A,0.0626,0.0606,0.0606,0.0505,0.0626,0.0606,0.0578,0.0626,0.0578,0.0626,0.0606,0.0606,0.0606,0.0626,0.0626,0.0606,0.0606,0.0606,0.0626,0.0714,0.0578,0.0626,0.0626,0.0606,0.0606,0.0578,0.0606,0.0626,0.0714,0.0606,0.0576,0.0626,0.0606,0.0505,0.0578,0.0626,0.0626,0.0606,0.0606,0.0626
TCGA-56-8504-01A,0.3792,0.5171,0.5171,0.5274,0.3792,0.5274,0.5283,0.3792,0.5283,0.3792,0.5274,0.5496,0.5171,0.3792,0.3792,0.5273,0.5171,0.5171,0.3792,0.5274,0.5283,0.3792,0.3792,0.5171,0.5273,0.5283,0.5496,0.3792,0.5274,0.5274,0.5283,0.3792,0.5171,0.5274,0.5283,0.3792,0.3792,0.5171,0.5273,0.3792
TCGA-22-1002-01A,0.3642,0.37,0.37,0.4097,0.3642,0.4097,0.37,0.3642,0.37,0.3642,0.4097,0.3715,0.37,0.3642,0.3642,0.3715,0.37,0.37,0.3642,0.4097,0.37,0.3642,0.3642,0.37,0.3715,0.37,0.3715,0.3642,0.4097,0.4097,0.37,0.3642,0.37,0.4097,0.37,0.3642,0.3642,0.37,0.3715,0.3642
TCGA-05-4427-01A,0.3185,0.3144,0.3005,0.3645,0.3179,0.3645,0.3186,0.3185,0.3186,0.3179,0.3645,0.2388,0.3005,0.3389,0.7537,0.2388,0.3005,0.3144,0.3179,0.4154,0.3186,0.3179,0.3389,0.3005,0.4466,0.3186,0.2388,0.3179,0.4154,0.3645,0.3186,0.3179,0.4814,0.3645,0.3186,0.2274,0.3179,0.3005,0.2388,0.3179
TCGA-18-3409-11A,0.0023,0.0054,0.0054,-0.0065,0.0023,-0.0065,0.0054,0.0023,0.0054,0.0023,-0.0065,0.0054,0.0054,0.0023,0.0023,0.0054,0.0054,0.0054,0.0023,0.0074,0.0054,0.0023,0.0023,0.0054,0.0054,0.0054,0.0054,0.0023,0.0074,-0.0065,0.0054,0.0023,0.0054,-0.0065,0.0054,0.0023,0.0023,0.0054,0.0054,0.0023
TCGA-33-4533-11A,0.0292,0.026,0.026,0.0152,0.0292,0.026,0.026,0.0292,0.026,0.0292,0.026,0.026,0.026,0.0292,0.0292,0.026,0.026,0.026,0.0292,0.0152,0.026,0.0292,0.0292,0.026,0.026,0.026,0.026,0.0292,0.0152,0.026,0.026,0.0292,0.026,0.0152,0.026,0.0292,0.0292,0.026,0.026,0.0292
TCGA-96-7545-10A,0.0062,0.0035,0.0035,0.3332,0.0062,0.0035,0.0035,0.0062,0.0035,0.0062,0.0035,0.0035,0.0035,0.0062,0.0062,0.0035,0.0035,0.0035,0.0062,-0.0028,0.0035,0.0062,0.0062,0.0035,0.0035,0.0035,0.0035,0.0062,-0.0028,0.0035,0.0035,0.0062,0.0035,0.3332,0.0035,0.0062,0.0062,0.0035,0.0035,0.0062
TCGA-38-7271-01A,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101
TCGA-38-6178-01A,0.0236,0.0163,0.0163,-0.1048,0.0236,-0.0082,0.0163,0.0236,0.0163,0.0236,-0.0082,0.0163,0.0163,0.0236,0.0236,0.0163,0.0163,0.0163,0.0236,-0.0048,0.0163,0.0236,0.0236,0.0163,0.0163,0.0163,0.0163,0.0236,-0.0048,-0.0082,0.0163,0.0236,0.0163,-0.1048,0.0163,0.0236,0.0236,0.0163,0.0163,0.0236
TCGA-05-4434-01A,0.1204,0.1247,0.1247,0.5508,0.1204,0.1288,0.1247,0.1204,0.1247,0.1204,0.1288,0.1247,0.1247,0.1204,0.1204,0.1247,0.1247,0.1247,0.1204,0.1842,0.1247,0.1204,0.1204,0.1247,0.1247,0.1247,0.1247,0.1204,0.1842,0.1288,0.1247,0.1204,0.1247,0.5508,0.1247,0.1204,0.1204,0.1247,0.1247,0.1204
TCGA-80-5611-01A,0.3081,-0.2849,-0.2849,-0.2779,0.3081,-0.2779,0.3212,0.3081,0.3212,0.3081,-0.2779,-0.2849,-0.2849,0.3081,0.3081,-0.2849,-0.2849,-0.2849,0.3081,-0.1562,0.3212,0.3081,0.3081,-0.2849,-0.2849,0.3212,-0.2849,0.3081,-0.1562,-0.2779,0.3212,0.3081,-0.2849,-0.2779,0.3212,0.3081,0.3081,-0.2849,-0.2849,0.3081
TCGA-97-8172-01A,-0.3645,-0.3731,-0.3731,-0.9164,-0.3706,-0.397,-0.3731,-0.3645,-0.358,-0.3706,-0.397,-0.3731,-0.3731,-0.3706,-0.3706,-0.3731,-0.3731,-0.3731,-0.3706,-0.0821,-0.3731,-0.3706,-0.3706,-0.3731,-0.3731,-0.358,-0.3731,-0.3706,-0.3682,-0.397,-0.3731,-0.3706,-0.3731,-0.9164,-0.3731,-0.3645,-0.3706,-0.3731,-0.3731,-0.3706
TCGA-05-4410-10A,0.0051,0.0048,0.0048,0.0102,0.0051,0.0102,0.0123,0.0051,0.0083,0.0051,0.0102,0.0048,0.0048,0.0051,0.0051,0.0048,0.0048,0.0048,0.0051,0.0102,0.0123,0.0051,0.0051,0.0048,0.0432,0.0083,0.0048,0.0051,0.0102,0.0102,0.0123,0.0051,0.0048,0.0102,0.0123,0.0051,0.0051,0.0048,0.0048,0.0051
TCGA-96-A4JK-01A,0.6319,0.6861,0.6945,0.7112,0.6319,0.7084,0.6349,0.6319,0.6349,0.6319,0.7084,0.7445,0.7388,0.6319,0.6319,0.6866,0.6945,0.6861,0.6319,0.6104,0.6349,0.6319,0.6319,0.7388,0.6634,0.6349,0.7445,0.6319,0.773,0.7084,0.7143,0.6319,0.7388,0.7112,0.6349,0.6319,0.6319,0.7388,0.6866,0.6319
TCGA-77-8138-01A,0.1187,0.1185,0.1185,0.1376,0.1187,0.1376,0.1185,0.1187,0.1185,0.1187,0.1376,-0.8049,0.1185,0.1187,0.1187,0.1206,0.1185,0.1185,0.1187,0.1376,0.1185,0.1187,0.1187,0.1185,0.1206,0.1185,0.1185,0.1187,0.1376,0.1376,0.1185,0.1187,0.1185,0.1376,0.1185,0.1187,0.1187,0.1185,0.1206,0.1187
TCGA-49-6745-11A,0.0042,0.0109,0.0109,0.0109,0.0042,0.0109,0.0109,0.0042,0.0042,0.0042,0.0109,0.0109,0.0109,0.0042,0.0042,0.0109,0.0109,0.0109,0.0042,0.0109,0.0109,0.0042,0.0042,0.0109,0.0109,0.0042,0.0109,0.0042,0.0109,0.0109,0.0109,0.0042,0.0109,0.0109,0.0109,0.0042,0.0042,0.0109,0.0109,0.0042
TCGA-60-2712-11A,0.011,0.0112,0.0112,0.0299,0.011,0.0299,0.0112,0.011,0.0112,0.011,0.0299,0.01,0.0112,0.011,0.011,0.01,0.0112,0.0112,0.011,0.0299,0.0112,0.011,0.011,0.0112,0.0299,0.0112,0.01,0.011,0.0299,0.0299,0.0112,0.011,0.0112,0.0299,0.0112,0.011,0.011,0.0112,0.01,0.011
TCGA-33-6737-11A,0.0057,0.0062,0.0062,-0.0022,0.0057,0.0278,0.0062,0.0057,0.0062,0.0057,0.0295,0.0094,0.0062,0.0057,0.0057,0.0094,0.0062,0.0062,0.0057,-0.008,0.0062,0.0057,0.0057,0.0062,0.0351,0.0062,0.0094,0.0057,-0.008,0.0278,0.0062,0.0057,0.0062,0.5827,0.0062,0.0057,0.0057,0.0062,0.0094,0.0057
TCGA-91-6836-01A,-0.0618,-0.0623,-0.0623,-0.0334,-0.0732,-0.0334,-0.0697,-0.0618,-0.1005,-0.0732,-0.034,-0.0634,-0.0623,-0.0206,-0.0206,-0.0634,-0.0623,-0.0623,-0.0732,-0.0138,-0.0697,-0.0732,-0.0618,-0.0623,-0.0634,-0.1005,-0.4111,-0.0732,-0.0138,-0.0334,-0.0697,-0.0732,-0.0623,-0.0334,-0.0697,-0.0618,-0.0732,-0.0623,-0.0634,-0.0732
TCGA-73-4670-01A,0.0567,0.0581,0.0581,-0.5042,0.0567,0.0612,0.0581,0.0567,0.0581,0.0567,0.0612,0.0581,0.0581,0.0567,0.0567,0.0581,0.0581,0.0581,0.0567,0.0634,0.0581,0.0567,0.0567,0.0581,0.0581,0.0581,0.0581,0.0567,0.0634,0.0612,0.0581,0.0567,0.0581,-0.7354,0.0581,0.0567,0.0567,0.0581,0.0581,0.0567
TCGA-18-3406-11A,0.0107,0.0059,0.0059,-0.2926,0.0107,0.0013,0.0261,0.0107,0.0261,0.0107,0.0013,0.0059,0.0059,0.0107,0.0107,0.0059,0.0059,0.0059,0.0107,0.0345,0.0261,0.0107,0.0107,0.0059,0.0059,0.0261,0.0059,0.0107,0.0345,0.0013,0.0261,0.0107,0.0059,-0.2926,0.0261,0.0107,0.0107,0.0059,0.0059,0.0107
TCGA-21-1077-11A,0.0113,0.0132,0.0132,0.0132,0.0113,0.0132,0.0132,0.0113,0.0132,0.0113,0.0132,0.0132,0.0132,0.0113,0.0113,0.0132,0.0132,0.0132,0.0113,0.0132,0.0132,0.0113,0.0113,0.0132,0.0132,0.0132,0.0132,0.0113,0.0132,0.0132,0.0132,0.0113,0.0132,0.0132,0.0132,0.0113,0.0113,0.0132,0.0132,0.0113
TCGA-05-4384-10A,0.0166,0.0121,0.0121,-0.0464,0.0166,0.0121,0.0121,0.0166,0.0121,0.0166,0.0121,0.0121,0.0121,0.0166,0.0166,0.0121,0.0121,0.0121,0.0166,-0.0464,0.0121,0.0166,0.0166,0.0121,0.0121,0.0121,0.0121,0.0166,-0.0464,0.0121,0.0121,0.0166,0.0121,-0.0464,0.0121,0.0166,0.0166,0.0121,0.0121,0.0166
TCGA-55-7573-01A,0.189,-0.1621,0.0302,0.4017,0.0277,-0.1621,0.0302,0.189,0.041,0.0277,-0.1621,-0.1621,0.0302,0.189,0.0277,-0.1621,0.0302,-0.1621,0.0497,-0.1644,0.0302,0.0277,0.189,0.0302,-0.1621,0.1873,-0.1621,0.0277,-0.1644,-0.1621,0.0302,0.035,0.0302,-0.7832,0.1873,0.189,0.0277,0.0302,-0.1621,0.0497
TCGA-60-2695-11A,-0.0028,-0.006,-0.006,-0.0095,0.0013,-0.0095,-0.0004,-0.0028,0.0045,0.0013,-0.0095,-0.006,-0.006,-0.0028,-0.0028,-0.006,-0.006,-0.006,-0.0032,-0.0095,-0.0004,0.0013,-0.0028,-0.006,-0.006,-0.0057,-0.006,0.0013,-0.0095,-0.0095,-0.0004,-0.0032,-0.006,-0.0095,-0.0004,-0.0028,0.0013,-0.006,-0.006,-0.0032
TCGA-33-4538-01A,0.5676,1.4659,0.2959,0.3368,0.6297,0.3368,1.5066,0.5676,1.5066,0.6297,0.3368,0.4057,1.528,0.5676,0.5676,0.3257,0.2959,1.4659,0.6297,0.3927,1.5066,0.6297,0.5676,1.528,0.3257,1.5066,0.4057,0.6297,0.3927,0.3368,1.5066,0.6297,1.528,0.3368,1.5066,0.5676,0.6297,1.528,0.3257,0.6297
TCGA-05-4434-10A,0.0188,0.0178,0.0178,0.0178,0.0188,0.0178,0.0178,0.0188,0.0178,0.0188,0.0178,0.0178,0.0178,0.0188,0.0188,0.0178,0.0178,0.0178,0.0188,0.0178,0.0178,0.0188,0.0188,0.0178,0.0178,0.0178,0.0178,0.0188,0.0178,0.0178,0.0178,0.0188,0.0178,0.0178,0.0178,0.0188,0.0188,0.0178,0.0178,0.0188
TCGA-55-1592-11A,0.0208,0.011,0.011,0.0154,0.0068,0.0154,0.011,0.0208,0.011,0.0068,0.0154,0.011,0.011,0.0068,0.0068,0.011,0.011,0.011,0.0112,0.0163,0.011,0.0068,-0.0148,0.011,0.011,0.011,0.011,0.0112,0.0163,0.0154,0.011,0.0112,0.011,0.0154,0.011,0.0208,0.0068,0.011,0.011,0.0112
TCGA-44-8119-01A,-0.3232,-0.3183,-0.3183,-0.3551,-0.3232,-0.3543,-0.3183,-0.3232,-0.3183,-0.3232,-0.3543,-0.3183,-0.3183,-0.3232,-0.3232,-0.3286,-0.3183,-0.3183,-0.3232,-0.3551,-0.3183,-0.3232,-0.3232,-0.3183,-0.3286,-0.3183,-0.3183,-0.3232,-0.3551,-0.3543,-0.3183,-0.3232,-0.3183,-0.3551,-0.3183,-0.3232,-0.3232,-0.3183,-0.3286,-0.3232
TCGA-22-1000-01A,0.1713,0.1742,0.173,0.1948,0.1713,0.1948,0.1737,0.1713,0.1737,0.1713,0.1948,0.1742,0.173,0.1713,0.1713,0.1742,0.173,0.1742,0.1713,0.1948,0.1737,0.1713,0.1713,0.173,0.1742,0.1737,0.1742,0.1713,0.1948,0.1948,0.1737,0.1713,0.2902,0.1948,0.1737,0.1713,0.1713,0.173,0.1742,0.1713
TCGA-67-6217-10A,0.0188,0.0091,0.0091,0.0,0.0188,0.0,0.0091,0.0188,0.0091,0.0188,0.0,0.0091,0.0091,0.0188,0.0188,0.0091,0.0091,0.0091,0.016,0.0,0.0091,0.0188,0.0188,0.0091,0.0091,0.0091,0.0091,0.0188,0.0,0.0,0.0091,0.0188,0.0091,0.0,0.0091,0.0188,0.0188,0.0091,0.0091,0.016
TCGA-33-6737-01A,0.036,0.0334,0.0334,0.7048,0.036,0.0499,0.0338,0.036,0.0338,0.036,0.0499,0.0465,0.0334,0.036,0.036,0.0537,0.0334,0.0334,0.0399,0.057,0.0338,0.036,0.036,0.0334,0.0537,0.0338,0.0465,0.036,0.057,0.0499,0.0338,0.0399,0.0334,0.7048,0.0338,0.036,0.036,0.0334,0.0537,0.0399
TCGA-18-4083-01A,0.0634,1.0135,1.0909,0.3662,0.0634,1.0267,0.7904,0.0634,0.8406,0.114,1.0267,1.1003,1.2049,0.0634,0.0634,1.0866,1.0909,1.0135,0.114,1.1106,0.7904,0.0634,0.0634,1.0408,0.9918,0.8406,1.1003,0.114,1.1106,1.0267,0.8177,0.114,1.0408,0.3662,0.857,0.0634,0.114,1.0408,1.0866,-0.0076
TCGA-43-7658-01A,0.783,0.7902,0.7902,0.7872,0.783,0.7872,0.7802,0.783,0.7802,0.783,0.7872,0.7496,0.7902,0.783,0.783,0.7496,0.7902,0.7902,0.783,0.7768,0.7802,0.783,0.783,0.7902,0.784,0.7802,0.7902,0.783,0.7768,0.7872,0.7802,0.783,0.7902,1.4746,0.7802,0.783,0.783,0.7902,0.7496,0.783
TCGA-73-4676-01A,0.1968,0.1927,0.1927,0.9757,0.1968,0.2002,0.1927,0.1968,0.1927,0.1968,0.1928,0.1927,0.1927,0.1968,0.1968,0.1927,0.1927,0.1927,0.1916,0.2133,0.1927,0.1968,0.1968,0.1927,0.2293,0.1927,0.1927,0.1968,0.2133,0.2002,0.1927,0.4572,0.1927,0.4011,0.1927,0.1968,0.1968,0.1927,0.1927,0.1916
TCGA-90-7964-10A,0.0061,0.0068,0.0068,0.4565,0.0061,0.0068,0.0068,0.0061,0.0068,0.0061,0.0068,0.0068,0.0068,0.0061,0.0061,0.0068,0.0068,0.0068,0.0061,0.0111,0.0068,0.0061,0.0061,0.0068,0.0068,0.0068,0.0068,0.0061,0.0111,0.0068,0.0068,0.0061,0.0068,0.4565,0.0068,0.0061,0.0061,0.0068,0.0068,0.0061
TCGA-44-2661-10A,0.0095,0.0146,0.003,0.2982,0.0095,0.0159,0.0073,0.0095,0.0073,0.0095,0.0159,0.0159,0.003,0.0095,0.0095,0.0159,0.003,0.0146,0.0095,0.0677,0.0073,0.0095,0.0095,0.003,0.0159,0.0073,0.0159,0.0095,0.0677,0.0159,0.0073,0.0095,0.1371,0.2982,0.0073,0.0095,0.0095,0.003,0.0159,0.0095
TCGA-44-6147-01B,-0.0178,0.0174,0.0468,0.0174,-0.0178,0.0174,-0.0178,-0.0178,-0.0178,-0.0178,0.0174,0.0174,0.0468,-0.0178,-0.0178,0.0174,0.0468,0.0174,-0.0199,1.032,-7.3808,-0.0178,-0.0178,0.0468,0.0174,-0.0178,0.0174,-0.0178,0.1062,0.0174,-0.0681,-0.0199,0.0174,0.0174,-0.0178,-0.0178,-0.0178,0.0468,0.0174,-0.0199
TCGA-77-7140-10A,0.0042,0.0091,0.0091,0.3556,0.0042,-0.0081,0.0091,0.0042,0.0091,0.0042,-0.0081,-0.0069,0.0091,0.0042,0.0042,-0.0069,0.0091,0.0091,0.0042,0.0209,0.0091,0.0042,0.0042,0.0091,-0.0061,0.0091,0.0091,0.0042,0.0209,-0.0081,0.0091,0.0042,0.0091,0.0197,0.0091,0.0042,0.0042,0.0091,-0.0069,0.0042
TCGA-21-1079-11A,0.0018,-0.0018,-0.0018,-0.0267,0.0018,-0.0267,-0.0018,0.0018,-0.0018,0.0018,-0.0267,-0.0018,-0.0018,0.0018,0.0018,-0.0018,-0.0018,-0.0018,0.0018,-0.0267,-0.0018,0.0018,0.0018,-0.0018,-0.0018,-0.0018,-0.0018,0.0018,-0.0267,-0.0267,-0.0018,0.0018,-0.0018,-0.0267,-0.0018,0.0018,0.0018,-0.0018,-0.0018,0.0018
TCGA-44-7661-01A,-0.014,-0.029,-0.029,-0.0176,-0.014,-0.0176,-0.029,-0.014,-0.029,-0.014,-0.0176,-0.0074,-0.029,-0.014,-0.014,-0.0074,-0.029,-0.029,-0.014,-0.0176,-0.029,-0.014,-0.014,-0.029,-0.0074,-0.029,-0.0074,-0.014,-0.0176,-0.0176,-0.029,-0.014,-0.029,-0.0176,-0.029,-0.014,-0.014,-0.029,-0.0074,-0.014
TCGA-50-5939-01A,0.0541,0.25,0.25,0.2369,0.0541,0.2369,0.25,0.0541,0.0653,0.0541,0.2369,0.2435,0.25,0.0541,0.0541,0.2435,0.25,0.25,0.0541,0.2369,0.25,0.0541,0.0541,0.25,0.2435,0.25,0.2435,0.0541,0.2369,0.2369,0.25,0.0541,0.25,0.2369,0.25,0.0541,0.0541,0.25,0.2435,0.0541
TCGA-93-8067-01A,0.2673,0.3285,0.3285,0.3281,0.2673,0.3281,0.3387,0.2673,0.3387,0.2673,0.3281,0.3285,0.3285,0.2673,0.2673,0.3285,0.3285,0.3285,0.2673,0.0424,0.3387,0.2673,0.2673,0.3285,0.3285,0.3387,0.3285,0.2673,0.2788,0.3281,0.3389,0.2673,0.3285,0.3281,0.3387,0.2673,0.2673,0.3285,0.3285,0.2673
TCGA-78-7633-01A,-0.0516,-0.0524,-0.0524,0.6391,-0.0516,-0.0638,-0.0524,-0.0516,-0.0524,-0.0516,-0.0638,-0.0524,-0.0524,-0.0516,-0.0516,-0.0524,-0.0524,-0.0524,-0.0516,-0.0471,-0.0524,-0.0516,-0.0516,-0.0524,-0.0382,-0.0524,-0.0524,-0.0516,-0.0471,-0.0638,-0.0524,-0.0516,-0.0524,0.6391,-0.0524,-0.0516,-0.0516,-0.0524,-0.0524,-0.0516
TCGA-34-2604-11A,-0.0007,-0.0008,-0.0008,0.6046,-0.0007,-0.0052,-0.0007,-0.0007,-0.0007,-0.0007,-0.0052,-0.0008,-0.0008,-0.0007,-0.0007,-0.0008,-0.0008,-0.0008,-0.0007,0.0286,-0.0007,-0.0007,-0.0007,-0.0008,-0.0008,-0.0007,-0.0008,-0.0007,0.0286,-0.0052,-0.0007,-0.0007,-0.0008,0.6046,-0.0007,-0.0007,-0.0007,-0.0008,-0.0008,-0.0007
TCGA-77-8138-10A,0.0109,0.0166,0.0166,0.0383,0.0109,0.0383,0.0166,0.0109,0.0166,0.0109,0.0383,0.0277,0.0166,0.0109,0.0109,-0.006,0.0166,0.0166,0.0109,0.0383,0.0166,0.0109,0.0109,0.0166,-0.006,0.0166,0.0166,0.0109,0.0383,0.0383,0.0166,0.0109,0.0166,0.0383,0.0166,0.0109,0.0109,0.0166,-0.006,0.0105
TCGA-18-3407-11A,0.0109,0.012,0.012,0.0117,0.0109,0.0117,0.012,0.0109,0.012,0.0109,0.0117,0.012,0.012,0.0109,0.0109,0.012,0.012,0.012,0.0109,0.0117,0.012,0.0109,0.0109,0.012,0.012,0.012,0.012,0.0109,0.0117,0.0117,0.012,0.0109,0.012,0.0117,0.012,0.0109,0.0109,0.012,0.012,0.0109
TCGA-22-5471-11A,0.0062,0.0084,0.0084,0.0241,0.0062,0.0241,0.0084,0.0062,0.004,0.0062,0.0241,0.0084,0.0084,0.0062,0.0062,0.0084,0.0084,0.0084,0.0062,0.0241,0.0084,0.0062,0.0062,0.0084,0.0084,0.004,0.0084,0.0062,0.0241,0.0241,0.0084,0.0062,0.0084,0.0241,0.0084,0.0062,0.0062,0.0084,0.0084,0.0062
TCGA-05-4405-10A,0.0214,0.0177,0.0177,0.0074,0.0214,0.0074,0.0148,0.0214,0.0148,0.0214,0.0074,0.0207,0.0177,0.0214,0.0214,0.0207,0.0177,0.0177,0.0214,-0.0122,0.0148,0.0214,0.0214,0.0177,0.0207,0.0148,0.0177,0.0214,-0.0122,0.0074,0.0148,0.0214,0.0177,0.0074,0.0148,0.0214,0.0214,0.0177,0.0207,0.0214
TCGA-21-1079-01A,0.5695,0.5665,0.5665,0.5889,0.5695,0.5607,0.5665,0.5695,0.5665,0.5695,0.5607,0.5665,0.5665,0.5695,0.5695,0.5665,0.5665,0.5665,0.5695,0.5889,0.5665,0.5695,0.5695,0.5665,0.5665,0.5665,0.5665,0.5695,0.5889,0.5607,0.5665,0.5695,0.5665,0.5889,0.5665,0.5695,0.5695,0.5665,0.5665,0.5695
TCGA-93-8067-10A,0.0075,0.0094,0.0094,0.0094,0.0075,0.0094,0.0094,0.0075,0.0094,0.0075,0.0094,0.0094,0.0094,0.0075,0.0075,0.0094,0.0094,0.0094,0.0075,0.0141,0.0094,0.0075,0.0075,0.0094,0.0094,0.0094,0.0094,0.0075,0.0141,0.0094,0.0094,0.0075,0.0094,0.0094,0.0094,0.0075,0.0075,0.0094,0.0094,0.0075
TCGA-44-6776-01A,-0.5233,-0.5304,-0.5304,-0.5522,-0.5233,-0.5522,-0.5304,-0.5233,-0.5304,-0.5233,-0.5522,-0.5304,-0.5304,-0.5233,-0.5233,-0.5304,-0.5304,-0.5304,-0.5233,-0.1198,-0.5304,-0.5233,-0.5233,-0.5304,-0.5304,-0.5304,-0.5304,-0.5233,-0.5241,-0.5522,-0.5304,-0.5233,-0.5304,-0.5241,-0.5304,-0.5233,-0.5233,-0.5304,-0.5304,-0.5233
TCGA-05-5420-01A,-0.1256,-0.1238,-0.1238,-0.0947,-0.1256,-0.1473,-0.1238,-0.1256,-0.1256,-0.1256,-0.1473,-0.1284,-0.1238,-0.1256,-0.1256,-0.1284,-0.1238,-0.1238,-0.1256,-0.0947,-0.1238,-0.1256,-0.1256,-0.1238,-0.1284,0.2604,-0.1284,-0.1256,-0.0947,-0.1473,-0.1238,-0.1256,-0.1238,-0.0947,0.2604,-0.1256,-0.1256,-0.1238,-0.1284,-0.1256
TCGA-50-6597-01A,-0.1124,0.2811,-0.112,-0.0869,-0.1124,-0.0869,-0.1392,-0.1124,-0.1392,-0.1247,-0.0869,-0.1182,-0.112,-0.1124,-0.1124,-0.1182,-0.112,-0.112,-0.1072,-0.0869,-0.1392,-0.1124,-0.1124,-0.112,-0.1182,-0.1392,-0.1182,-0.1247,-0.0869,-0.0869,-0.3799,-0.1247,-0.112,-0.0869,-0.1392,-0.1124,-0.1247,-0.112,-0.1182,-0.1072
TCGA-55-8511-10A,-0.0032,0.0067,0.0067,0.009,-0.0032,0.009,0.0067,-0.0032,0.0067,-0.0032,0.009,0.0067,0.0067,-0.0032,-0.0032,0.0067,0.0067,0.0067,-0.0032,0.0199,0.0067,-0.0032,-0.0032,0.0067,0.0067,0.0067,0.0067,-0.0032,0.0199,0.009,0.0067,-0.0032,0.0067,0.3897,0.0067,-0.0032,-0.0032,0.0067,0.0067,-0.0032
TCGA-55-7725-01A,0.0193,-3.2781,-0.4861,0.0309,0.0193,-0.5011,0.0156,0.0193,0.0156,-1.0629,-0.5011,-0.4833,-0.4861,0.0193,0.0193,-0.4833,-0.4861,-0.4861,0.0118,-0.4949,0.0156,0.0193,0.0193,-0.4861,-0.4833,0.0156,-0.4946,0.0118,-0.4949,-0.5011,0.0156,0.0118,-0.4861,0.0309,0.0156,0.0193,0.0193,-0.4861,-0.4833,0.0118
