Case_IDs,RNU7-136P,RP11-795A2.2,CCDC39,LINC00969,ARHGEF26,CPN2,CLDN11,IQCJ-SCHIP1,SERPINI1,AADACL2-AS1,ATP13A4,TP63,SOX2-OT,PTX3,C3orf33,UTS2B,RP11-496B10.3,DNAJB11,AGTR1,FRG2FP,PLD1,DHX36,RSRC1,MCCC1,VEZF1P1,RP11-368I23.2,TPRG1,MED12L,AC024560.3,RP11-513G11.3,NLGN1,TM4SF18,PARL,MUC20,TERC,B3GALNT1,RP11-362A9.3,MCF2L2,RP11-197K6.1,RP11-501O2.5
TCGA-22-5492-01A,0.4274,0.428,0.428,0.4519,0.4274,0.4519,0.428,0.4274,0.428,0.4274,0.4519,0.4691,0.428,0.4274,0.4274,0.4375,0.428,0.428,0.4274,0.4519,0.428,0.4274,0.4274,0.428,0.4375,0.428,0.4691,0.4274,0.4519,0.4519,0.428,0.4274,0.428,0.4519,0.428,0.4274,0.4274,0.428,0.4375,0.4274
TCGA-97-8179-10A,0.0088,0.0165,0.0165,0.0165,0.0088,0.0165,0.0165,0.0088,0.0165,0.0088,0.0165,0.0165,0.0165,0.0088,0.0088,0.0165,0.0165,0.0165,0.0088,0.0238,0.0165,0.0088,0.0088,0.0165,0.0165,0.0165,0.0165,0.0088,0.0238,0.0165,0.0165,0.0088,0.0165,0.0165,0.0165,0.0088,0.0088,0.0165,0.0165,0.0088
TCGA-63-7021-10A,0.0035,0.0053,0.0088,0.0074,0.0035,-0.012,0.005,0.0035,0.005,0.0035,-0.0032,0.0053,0.0088,0.0035,0.0035,0.0053,0.0088,0.0053,0.0035,0.0074,0.005,0.0035,0.0035,0.0088,0.0053,0.005,0.0053,0.0035,0.0074,-0.012,0.0088,0.0035,0.0983,0.0074,0.005,0.0035,0.0035,0.0088,0.0053,0.0035
TCGA-77-6844-10A,0.0007,0.0005,0.0005,0.0005,0.0013,0.0005,0.007,0.0007,0.0181,0.0013,0.0005,0.0005,0.0005,0.0013,0.0013,0.0005,0.0005,0.0005,0.0013,0.0227,0.007,0.0013,0.0007,0.0005,0.0005,0.0181,0.0005,0.0013,0.0227,0.0005,0.007,0.0013,0.0005,0.3109,0.007,0.0007,0.0013,0.0005,0.0005,0.0013
TCGA-85-8049-01A,0.2217,0.1265,0.7356,0.1265,0.2217,0.1265,0.7276,0.2217,0.3667,0.2217,0.1265,0.1265,0.581,0.2217,0.2217,0.1265,0.7356,0.1265,0.2217,0.2767,0.9026,0.2217,0.2217,0.5871,0.1265,0.6528,0.1265,0.2217,0.1265,0.1265,0.7892,0.2217,0.5871,0.1265,0.6528,0.1624,0.2217,0.5871,0.1265,0.2217
TCGA-49-4486-11A,0.0042,0.0054,0.0054,0.0196,0.0042,0.0069,0.0181,0.0042,0.028,0.0042,0.0039,0.0054,0.0054,0.0042,0.0042,0.0054,0.0054,0.0054,-0.0018,0.0174,0.0181,0.0042,0.0042,0.0054,0.0054,0.028,0.0054,0.0042,0.0174,0.0069,0.0181,-0.0018,0.0054,0.453,0.0181,0.0042,0.0042,0.0054,0.0054,-0.0018
TCGA-05-4433-01A,0.0774,0.4385,0.0771,0.909,0.0774,0.091,0.0681,0.0774,0.0681,0.0774,0.091,0.0795,0.0771,0.0774,0.0774,0.0795,0.0771,0.0771,0.0774,0.2337,0.0681,0.0774,0.0774,0.0771,0.6144,0.0681,0.0795,0.0774,0.1385,0.091,0.0681,0.0774,0.0771,0.3839,0.0681,0.0774,0.0774,0.0771,0.0795,0.0774
TCGA-34-8455-01A,0.493,0.4822,0.4822,0.9387,0.493,0.4873,0.5076,0.493,0.5076,0.493,0.4873,0.4986,0.4822,0.493,0.493,0.4986,0.4822,0.4822,0.493,0.4803,0.5076,0.493,0.493,0.4822,0.4986,0.5076,0.4986,0.493,0.4803,0.4873,0.5076,0.493,0.4822,0.4803,0.5076,0.493,0.493,0.4822,0.4986,0.493
TCGA-05-5428-10A,-0.0036,0.4366,0.0056,0.0834,-0.0036,0.0158,0.0006,-0.0036,-0.0126,-0.0034,0.0158,-0.0115,0.0056,-0.0036,-0.0036,-0.0115,0.0056,0.0089,-0.0034,0.7708,-0.0011,-0.0036,-0.0036,0.0056,-0.0115,-0.0126,-0.0115,-0.0034,0.0834,0.0158,-0.0391,-0.0034,0.0056,0.0834,0.0006,-0.0036,-0.0034,0.0056,-0.0115,-0.0034
TCGA-55-7727-01A,-0.0614,-0.0618,-0.0618,-0.032,-0.0614,-0.032,-0.0618,-0.0614,-0.0618,-0.0614,-0.032,-0.0618,-0.0618,-0.0614,-0.0614,-0.0618,-0.0618,-0.0618,-0.0614,-0.032,-0.0618,-0.0614,-0.0614,-0.0618,-0.0618,-0.0618,-0.0618,-0.0614,-0.032,-0.032,-0.0618,-0.0614,-0.0618,-0.032,-0.0618,-0.0614,-0.0614,-0.0618,-0.0618,-0.0614
TCGA-43-6647-10A,0.0085,0.0147,0.0096,0.2755,0.0085,0.0225,0.0229,0.0085,0.002,0.0085,0.0225,0.0147,0.0096,0.0085,0.0085,0.0147,0.0096,0.0147,0.0185,0.0992,0.0229,0.0085,0.0085,0.0096,0.0147,0.002,0.0147,0.0085,0.0992,0.0225,0.0134,0.0185,0.1252,0.2755,0.0229,0.0085,0.0085,0.0096,0.0147,0.0185
TCGA-38-4632-01A,-0.0607,-0.0678,-0.0678,-0.0584,-0.1354,-0.0584,-0.0863,-0.0525,-0.0388,-0.1354,-0.0584,-0.0678,-0.0678,-0.0525,-0.1354,-0.0678,-0.0678,-0.0678,-0.1354,-0.0167,-0.0474,-0.1354,-0.0525,-0.0678,-0.0678,-0.0388,-0.0678,-0.1354,-0.0167,-0.0584,-0.0474,-0.1354,-0.0678,-0.0584,-0.0863,-0.0607,-0.1354,-0.0678,-0.0678,-0.1354
TCGA-80-5608-01A,-0.2926,-0.255,-0.2957,-0.2831,-0.2926,-0.2831,-0.2957,-0.2926,-0.2957,-0.2926,-0.2831,-0.296,-0.2957,-0.2926,-0.2926,-0.296,-0.2957,-0.255,-0.2926,-0.2514,-0.2957,-0.2926,-0.2926,-0.255,-0.296,-0.2957,-0.296,-0.2926,-0.2514,-0.2831,-0.2957,-0.2926,-0.255,-0.2831,-0.2957,-0.2926,-0.2926,-0.255,-0.296,-0.2926
TCGA-39-5029-11A,0.0127,0.0021,0.0021,0.0151,0.0127,0.0151,0.0188,0.0127,0.0188,0.0127,0.0151,0.0021,0.0021,0.0127,0.0127,0.0021,0.0021,0.0021,0.0127,0.0151,0.0188,0.0127,0.0127,0.0021,0.0021,0.0188,0.0021,0.0127,0.0151,0.0151,0.0188,0.0127,0.0021,0.0151,0.0188,0.0127,0.0127,0.0021,0.0021,0.0127
TCGA-75-6203-10A,0.0191,0.0226,0.0226,-0.3089,0.0191,0.0254,0.0226,0.0191,0.0226,0.0191,0.0254,0.0226,0.0226,0.0191,0.0191,0.0226,0.0226,0.0226,0.0191,0.0099,0.0226,0.0191,0.0191,0.0226,0.0226,0.0226,0.0226,0.0191,0.0099,0.0254,0.0226,0.0191,0.0226,-0.3089,0.0226,0.0191,0.0191,0.0226,0.0226,0.0191
TCGA-64-5815-10A,-0.0016,0.0076,0.0076,-0.0042,-0.0016,-0.0042,0.0076,-0.0016,0.0076,-0.0016,-0.0042,0.0031,0.0076,-0.0016,-0.0016,0.0031,0.0076,0.0076,-0.0016,-0.0042,0.0076,-0.0016,-0.0016,0.0076,0.0121,0.0076,0.0031,-0.0016,-0.0042,-0.0042,0.0076,-0.0016,0.0076,-0.0042,0.0076,-0.0016,-0.0016,0.0076,0.0031,-0.0016
TCGA-56-8304-01A,0.4759,0.4705,0.507,0.1813,0.4759,0.4944,0.507,0.4759,0.507,0.4759,0.4944,0.5189,0.507,0.4759,0.4759,0.5189,0.507,0.4705,0.4759,0.4199,0.507,0.4759,0.4759,0.507,0.5189,0.507,0.5189,0.4759,0.4732,0.4944,0.507,0.4759,0.4705,0.1813,0.507,0.4759,0.4759,0.507,0.5189,0.4759
TCGA-55-8614-01A,0.41,0.4287,0.4287,-0.6785,0.41,0.4287,0.4401,0.41,0.4401,0.4464,0.4287,0.4287,0.4287,0.41,0.41,0.4287,0.4287,0.4287,0.4464,0.2326,0.4401,0.41,0.41,0.4287,0.4287,0.4401,0.4287,0.4464,0.4271,0.4287,0.4164,0.4464,0.4287,0.1954,0.4401,0.41,0.4464,0.4287,0.4287,0.4464
TCGA-78-7220-01A,0.3554,0.3464,0.3464,0.3526,0.3554,0.3526,0.3464,0.3554,0.5401,0.3554,0.3526,0.3464,0.3464,0.3554,0.3554,0.3425,0.3464,0.3464,-0.2076,0.3526,0.3464,0.3554,0.3554,0.3464,0.3425,0.553,0.3464,0.3554,0.3526,0.3526,0.3464,0.3554,0.3464,0.3526,0.553,0.3554,0.3554,0.3464,0.3425,-0.2076
TCGA-94-A5I4-10A,0.0073,0.0089,0.0089,0.0124,0.0073,0.0124,0.0146,0.0073,0.0146,0.0073,0.0124,0.0089,0.0089,0.0073,0.0073,0.0089,0.0089,0.0089,0.0073,0.0124,0.0146,0.0073,0.0073,0.0089,0.0089,0.0146,0.0089,0.0073,0.0124,0.0124,0.0146,0.0073,0.0089,0.0124,0.0146,0.0073,0.0073,0.0089,0.0089,0.0073
TCGA-91-6829-01A,0.0973,0.5195,0.5195,0.1113,0.1002,0.0823,0.5195,0.0864,0.5195,0.1002,0.0823,0.0966,0.5195,0.1002,0.1002,0.0966,0.5195,0.5195,0.1002,0.1113,0.5195,0.1002,0.1002,0.5195,0.0966,0.5195,0.0966,0.1002,0.1113,0.0823,0.5195,0.1002,0.5195,0.1113,0.5195,0.0828,0.1002,0.5195,0.0966,0.1002
TCGA-94-8490-01A,0.8517,0.8659,0.8659,0.9146,0.8517,0.8788,0.857,0.8517,0.857,0.8517,0.8788,0.9075,0.8659,0.8517,0.8517,0.9075,0.8659,0.8659,0.9025,0.423,0.857,0.8517,0.8517,0.8659,0.9075,0.857,0.9075,0.8517,0.9146,0.8788,1.1462,0.8517,0.8659,0.4376,0.857,0.8517,0.8517,0.8659,0.9075,0.9025
TCGA-49-4514-11A,0.0194,0.02,0.02,0.4044,0.0194,0.0175,0.02,0.0194,0.0318,0.0194,0.0175,0.02,0.02,0.0194,0.0194,0.02,0.02,0.02,0.0194,0.0499,0.02,0.0194,0.0194,0.02,0.02,0.0318,0.02,0.0194,0.0499,0.0175,0.02,0.0194,0.02,0.4044,0.02,0.0194,0.0194,0.02,0.02,0.0194
TCGA-86-8056-10A,0.0052,-0.0026,-0.0026,-0.3748,0.0052,-0.0049,0.0013,0.0052,-0.0041,0.0032,-0.0049,0.011,-0.0026,0.0052,0.0052,-0.0098,-0.0026,-0.0026,0.0032,-0.0143,0.0013,0.0052,0.0052,-0.0026,-0.0098,-0.0041,0.011,0.0032,-0.0143,-0.0049,0.0013,0.0032,-0.0026,-0.3748,0.0013,0.0052,0.0032,-0.0026,-0.0098,0.0032
TCGA-33-A4WN-01A,0.7751,0.7823,0.7823,0.7972,0.7751,0.7972,0.7823,0.7751,0.7864,0.7751,0.7972,0.7823,0.7823,0.7751,0.7751,0.7672,0.7823,0.7823,0.7751,0.3905,0.7823,0.7751,0.7751,0.7823,0.7672,0.7864,0.7823,0.7751,0.8312,0.7972,0.9159,0.7751,0.7823,0.7972,0.7823,0.7751,0.7751,0.7823,0.7672,0.7751
TCGA-MP-A4TF-10A,-0.0059,0.0091,0.0091,-0.0032,0.0032,-0.0032,0.0091,-0.0059,0.0091,0.0032,-0.0032,0.0091,0.0091,0.0032,0.0032,0.0091,0.0091,0.0091,0.0032,-0.0032,0.0091,0.0032,0.0032,0.0091,0.0091,0.0091,0.0091,0.0032,-0.0032,-0.0032,0.0091,0.0032,0.0091,-0.0032,0.0091,-0.0059,0.0032,0.0091,0.0091,0.0032
TCGA-46-6025-10A,0.0068,0.0089,0.0089,0.0116,0.0068,0.0084,0.0089,0.0068,0.0089,0.0068,0.0084,0.0017,0.0089,0.0068,0.0068,0.0017,0.0089,0.0089,0.0078,0.0116,0.0089,0.0068,0.0068,0.0089,0.0017,0.0089,0.0017,0.0068,0.0116,0.0084,0.0089,0.0068,0.0089,0.0116,0.0089,0.0068,0.0068,0.0089,0.0017,0.0078
TCGA-66-2756-01A,0.3329,-0.2003,0.4796,-0.2163,0.4097,0.3906,0.5546,0.3329,0.445,0.3923,0.1835,0.2034,0.5315,0.3329,0.5418,0.2059,0.2443,-0.2003,0.1997,0.4277,0.4801,0.4097,0.3329,0.4457,0.2059,0.445,0.2034,0.3923,0.2018,0.3906,0.1334,0.1997,0.4174,-0.2163,0.5546,0.4208,0.0613,0.4457,0.2059,0.1997
TCGA-33-AASL-11A,-0.003,0.0045,0.0045,0.437,-0.003,0.0045,0.0045,-0.003,0.0045,-0.003,0.0045,0.0045,0.0045,-0.003,-0.003,0.0045,0.0045,0.0045,0.0025,-0.3764,0.0045,-0.003,-0.003,0.0045,0.0045,0.0045,0.0045,0.0025,-0.0032,0.0045,0.0045,0.0025,0.0045,0.437,0.0045,-0.003,-0.003,0.0045,0.0045,0.0025
TCGA-85-7696-10A,0.0154,-0.0039,0.0161,0.0229,0.0154,0.0229,0.0054,0.0154,0.0363,0.0154,0.0229,-0.0039,0.0161,0.0154,0.0154,-0.0039,0.0161,-0.0039,0.0154,0.0229,0.0054,0.0154,0.0154,0.0161,-0.1826,0.0127,-0.0039,0.0154,0.0229,0.0229,0.0054,0.0154,0.0161,0.0229,0.0054,0.0154,0.0154,0.0161,-0.0039,0.0154
TCGA-66-2742-11A,0.0182,0.0234,0.0234,0.019,0.0182,0.019,0.0234,0.0182,0.0234,0.0182,0.019,0.0234,0.0234,0.0182,0.0182,0.0234,0.0234,0.0234,0.0182,0.0408,0.0234,0.0182,0.0182,0.0234,0.0234,0.0234,0.0234,0.0182,0.0408,0.019,0.0234,0.0182,0.0234,0.7525,0.0234,0.0182,0.0182,0.0234,0.0234,0.011
TCGA-86-A4D0-10A,0.0107,0.0047,0.0047,0.0076,0.0107,0.0076,0.0047,0.0107,0.0047,0.0107,0.0076,0.0047,0.0047,0.0107,0.0107,0.0047,0.0047,0.0047,0.0113,-0.4408,0.0047,0.0107,0.0107,0.0047,0.0047,0.0047,0.0047,0.0107,0.0076,0.0076,0.0047,0.0113,0.0047,0.0076,0.0047,0.0107,0.0107,0.0047,0.0047,0.0113
TCGA-56-8309-10A,0.006,-0.0007,0.0059,0.6162,0.006,0.0052,0.0059,0.006,0.0059,0.006,0.0052,0.0008,0.0059,0.006,0.006,0.0008,0.0059,-0.0007,0.006,0.0596,0.0059,0.006,0.006,0.0059,0.0008,0.0059,0.0008,0.006,0.0596,0.0052,0.0059,0.006,0.1065,0.0052,0.0059,0.006,0.006,0.0059,0.0008,0.006
TCGA-05-4397-10A,0.0037,0.0107,0.0107,0.0079,0.0037,0.0079,0.0107,0.0037,0.0107,0.0037,0.0079,0.0107,0.0107,0.0037,0.0037,0.0107,0.0107,0.0107,0.0037,0.0079,0.0107,0.0037,0.0037,0.0107,0.0107,0.0107,0.0107,0.0037,0.0079,0.0079,0.0107,0.0037,0.0107,0.0079,0.0107,0.0037,0.0037,0.0107,0.0107,0.0037
TCGA-69-7978-01A,0.1477,0.0166,0.1275,0.155,0.1477,0.155,0.2648,0.1477,0.3625,0.1477,0.392,0.153,0.0166,0.1477,0.1477,0.153,0.1275,0.0166,0.1477,0.155,0.2648,0.1477,0.1477,0.0166,0.153,0.2648,0.153,0.1477,0.155,0.155,0.2648,0.1477,0.0166,0.155,0.2648,0.1477,0.1477,0.0166,0.153,0.1477
TCGA-63-A5MG-10A,-0.0012,0.003,0.003,0.003,-0.0012,0.003,0.0013,-0.0012,0.0,-0.0012,0.003,0.003,0.003,-0.0012,-0.0012,0.003,0.003,0.003,0.0006,0.0625,0.0013,-0.0012,-0.0012,0.003,0.003,0.0,0.003,-0.0012,0.0625,0.003,0.0013,1.5321,0.003,0.003,0.0013,-0.0012,-0.0012,0.003,0.003,0.0006
TCGA-67-3772-10A,0.0221,0.0152,0.0152,0.0152,0.0221,0.0152,0.0233,0.0221,0.0233,0.0221,0.0152,0.0152,0.0152,0.0221,0.0221,0.0152,0.0152,0.0152,0.0221,0.0152,0.0233,0.0221,0.0221,0.0152,0.0152,0.0233,0.0152,0.0221,0.0152,0.0152,0.0233,0.0221,0.0152,0.0152,0.0233,0.0221,0.0221,0.0152,0.0152,0.0221
TCGA-77-7465-10A,0.0107,0.0105,0.0052,0.0126,0.0107,0.0126,0.0014,0.0107,0.0236,0.0107,0.0126,0.0105,0.0052,0.0107,0.0107,0.0105,0.0052,0.0105,0.0107,0.0876,0.0014,0.0107,0.0107,0.0052,0.0105,0.0017,0.0105,0.0107,0.0876,0.0126,0.0217,0.0107,0.115,0.0126,-1.2856,0.0107,0.0107,0.115,0.0105,0.0107
TCGA-77-A5G6-10A,0.0113,0.0071,0.0071,0.0154,0.0113,0.0154,0.0008,0.0113,0.0174,0.0113,0.0154,0.0071,0.0071,0.0113,0.0113,0.0071,0.0071,0.0071,0.0113,0.0154,0.0008,0.0113,0.0113,0.0071,0.0606,0.0174,0.0071,0.0113,0.0154,0.0154,0.1191,0.0113,0.0071,0.0154,0.0008,0.0113,0.0113,0.0071,0.0071,0.0113
TCGA-21-1075-01A,1.1644,1.6719,1.6719,0.0997,0.8574,-0.3906,1.1944,1.1644,1.1944,0.8574,-0.3554,-0.3554,1.6719,1.1644,1.1644,-0.3554,1.6719,1.6719,0.8332,-0.3189,1.1944,0.8574,1.1644,1.6719,-0.3554,1.1944,-0.3554,0.8574,-0.3189,-0.3906,1.1944,0.8574,1.6719,0.0997,1.1944,1.1644,0.8574,1.6719,-0.3554,0.8332
TCGA-49-4486-01A,-0.0212,-0.0759,-0.0151,-0.0332,-0.0212,-0.0743,-0.0731,-0.0212,-0.0068,-0.0739,-0.0743,-0.0759,-0.0151,-0.0212,-0.0212,-0.0759,-0.0077,-0.0759,-0.0267,-0.0332,-0.0077,-0.0212,-0.0212,-0.0151,-0.06,-0.0068,-0.0759,-0.0739,-0.0332,-0.0743,-0.0077,-0.0267,-0.0151,-0.0332,-0.0731,-0.0212,-0.0739,-0.0151,-0.0759,-0.0267
TCGA-66-2782-11A,0.0129,0.0078,0.0078,0.0142,0.0129,0.0142,0.0078,0.0129,0.0078,0.0129,0.0142,0.0078,0.0078,0.0129,0.0129,0.0142,0.0078,0.0078,0.0107,0.0142,0.0078,0.0129,0.0129,0.0078,0.0142,0.0078,0.0078,0.0129,0.0142,0.0142,0.0078,0.0107,0.0078,0.0142,0.0078,0.0129,0.0129,0.0078,0.0142,0.0107
TCGA-98-8021-01A,0.7834,0.7757,0.8678,0.7679,0.7834,0.7679,0.7834,0.7834,0.7834,0.6636,0.7679,0.7757,0.8678,0.7834,0.7834,0.7757,0.8678,0.7757,0.6636,0.6342,0.7834,0.7834,0.7834,0.7757,0.7757,0.7834,0.7757,0.6636,0.7662,0.7679,0.7834,0.6636,0.7757,0.7679,0.7834,0.7834,0.6636,0.7757,0.7757,0.6051
TCGA-22-4591-11A,0.0127,0.008,0.008,0.0122,0.0044,0.0023,0.0157,0.0127,0.0157,0.0044,0.0023,0.008,0.008,0.0044,0.0044,0.008,0.008,0.008,0.0089,0.0425,0.0157,0.0044,0.0044,0.008,0.008,0.0157,0.008,0.0044,0.0425,0.0023,0.0157,0.0044,0.008,0.0122,0.0157,0.0127,0.0044,0.008,0.008,0.0089
TCGA-49-AARN-11A,0.0058,0.0064,0.0064,0.0185,0.0058,0.002,0.0064,0.0058,0.0064,0.0058,0.002,0.0064,0.0064,0.0058,0.0058,0.0064,0.0064,0.0064,0.0058,0.0185,0.0064,0.0058,0.0058,0.0064,0.0064,0.0064,0.0064,0.0058,0.0185,0.002,0.0064,0.0058,0.0064,0.0185,0.0064,0.0058,0.0058,0.0064,0.0064,0.0058
TCGA-33-AASB-01A,0.4201,0.5719,0.5719,0.6051,0.4129,0.6051,0.4313,0.4201,0.3977,0.4129,0.6051,0.5882,0.5719,0.4201,0.4201,0.5882,0.5719,0.5719,0.4137,0.1615,0.4313,0.4129,0.4201,0.5719,0.5882,0.3977,0.5882,0.4129,0.603,0.6051,0.4313,0.4129,0.5719,1.3002,0.4313,0.4201,0.4129,0.5719,0.5882,0.4137
TCGA-33-4582-01A,0.1637,0.6473,0.5462,0.7133,0.1637,0.7133,0.5397,0.1637,0.5397,0.1637,0.7133,0.7133,0.5462,0.1637,0.1637,0.7133,0.5462,0.6473,0.1637,0.4476,0.5397,0.1637,0.1637,0.5462,0.7133,0.5397,0.7133,0.1637,0.7133,0.7133,0.5397,0.1637,0.5462,0.7133,0.5397,0.3654,0.1637,0.5462,0.7133,0.1637
TCGA-49-AARO-11A,0.0143,0.0053,0.0053,0.0053,0.009,0.0053,0.0053,0.0143,0.0053,0.009,0.0053,0.0053,0.0053,0.0143,0.009,0.0053,0.0053,0.0053,0.009,0.0053,0.0053,0.009,0.0143,0.0053,0.0053,0.0053,0.0053,0.009,0.0053,0.0053,0.0053,0.009,0.0053,0.0053,0.0053,0.0143,0.009,0.0053,0.0053,0.009
TCGA-55-8097-01A,0.0192,0.014,0.014,-0.3693,0.0192,0.0249,0.014,0.0192,0.014,0.0192,0.0249,0.014,0.014,0.0192,0.0192,0.014,0.014,0.014,0.0192,0.0182,0.014,0.0192,0.0192,0.014,0.014,0.014,0.014,0.0192,-1.534,0.0249,0.014,0.0192,0.014,-1.0885,0.014,0.0192,0.0192,0.014,0.014,0.0192
TCGA-18-5592-01A,0.311,0.9163,0.5531,0.7378,0.351,0.5694,0.325,0.311,0.325,0.351,0.5694,0.6504,0.6213,0.3169,0.3169,0.6504,0.5531,0.5494,0.351,0.5879,0.325,0.351,0.3169,0.6213,0.5369,0.325,0.6504,0.351,0.5879,0.5694,0.5531,0.351,0.6213,0.7378,0.325,0.311,0.351,0.6213,0.5369,0.351
TCGA-60-2713-11A,0.011,0.0142,0.0142,0.0018,0.011,0.0018,0.0142,0.011,0.0142,0.011,0.0018,0.0142,0.0142,0.011,0.011,0.0142,0.0142,0.0142,0.011,0.0407,0.0142,0.011,0.011,0.0142,0.0142,0.0142,0.0142,0.011,0.0407,0.0018,0.0142,0.011,0.0142,-0.4816,0.0142,0.011,0.011,0.0142,0.0142,0.011
TCGA-22-0940-01A,0.4485,0.4587,0.4578,-0.094,0.4485,0.49,0.4578,0.4485,0.447,0.4485,0.49,0.4587,0.4578,0.4485,0.4485,0.4587,0.4578,0.4587,0.4485,0.5118,0.4578,0.4485,0.4485,0.4578,0.4587,0.447,0.4587,0.4485,0.5118,0.49,0.4578,0.4485,0.569,-0.094,0.4578,0.4485,0.4485,0.569,0.4587,0.4485
TCGA-38-A44F-10A,0.0159,0.0102,0.0102,0.0029,0.0159,0.0029,0.0091,0.0159,0.0091,0.0159,0.0029,0.0102,0.0102,0.0159,0.0159,0.0098,0.0102,0.0102,0.0159,0.0268,0.0091,0.0159,0.0159,0.0102,0.0098,0.0091,0.0102,0.0159,0.0268,0.0029,0.0091,0.0159,0.0102,0.3472,0.0091,0.0159,0.0159,0.0102,0.0098,0.0159
TCGA-77-8144-01A,0.3596,0.3635,0.3305,0.3884,0.3596,0.382,0.3636,0.3596,0.3636,0.3596,0.382,0.4326,0.3305,0.3596,0.3596,0.4326,0.3305,0.3635,0.3596,0.3884,0.3636,0.3596,0.3596,0.4026,0.365,0.3636,0.4326,0.3596,0.3884,0.382,0.3636,0.3596,0.4026,0.3884,0.3636,0.3596,0.3596,0.4026,0.365,0.3596
TCGA-97-7553-01A,-0.078,0.1284,0.1284,0.1072,-0.078,0.1194,0.1284,-0.078,0.1284,-0.078,0.1194,0.1284,0.1284,-0.078,-0.078,0.1284,0.1284,0.1284,-0.078,-0.2396,0.1284,-0.078,-0.078,0.1284,0.1284,0.1284,0.1284,-0.078,0.1355,0.1194,0.1284,-0.078,0.1284,0.1043,0.1284,-0.078,-0.078,0.1284,0.1284,-0.078
TCGA-55-8302-01A,-0.0166,-0.0345,-0.0345,-0.0251,-0.0166,-0.0251,-0.0175,-0.0166,-0.0175,-0.0166,-0.0251,-0.0291,-0.0345,-0.0166,-0.0166,-0.0291,-0.0345,-0.0345,-0.0166,-0.0251,-0.0175,-0.0166,-0.0166,-0.0345,-0.0291,-0.0175,-0.0291,-0.0166,-0.0251,-0.0251,0.0266,-0.0166,-0.0345,-0.0251,-0.0175,-0.0166,-0.0166,-0.0345,-0.0291,-0.0166
TCGA-22-5491-01A,0.8644,1.379,1.2513,0.5407,0.8644,1.0962,1.448,0.8644,1.295,0.8644,1.0962,1.3808,1.2513,0.8644,0.8644,0.9182,1.2513,1.379,0.8644,0.7077,1.448,0.8644,0.8644,1.4517,1.1257,1.4534,1.1438,0.8644,1.105,1.0962,0.8757,0.8644,1.4517,0.5407,1.448,1.2043,0.8644,1.4517,0.9182,0.8644
TCGA-55-A4DG-10A,0.023,0.0067,0.0067,-0.5485,0.0068,0.0027,0.0108,-1.5048,0.0108,0.0068,0.0027,-0.7252,0.0067,0.0068,0.0068,-0.0016,0.0067,0.0067,0.0068,-0.0208,0.0108,0.0068,0.0068,0.0067,-0.0016,0.0108,0.0067,0.0068,-0.0208,0.0027,0.0108,0.0068,0.0067,-0.0208,0.0108,0.023,0.0068,0.0067,-0.0016,0.0068
TCGA-86-7953-10A,-0.0024,0.0028,0.0028,-0.0018,-0.0024,-0.0018,0.0028,-0.0024,0.0028,-0.0024,-0.0018,0.0039,0.0028,-0.0024,-0.0024,0.0039,0.0028,0.0028,-0.0024,0.0108,0.0028,-0.0024,-0.0024,0.0028,0.0039,0.0028,0.0039,-0.0024,0.0108,-0.0018,0.0028,-0.0024,0.0028,0.3488,0.0028,-0.0024,-0.0024,0.0028,0.0039,-0.0024
TCGA-J2-A4AD-10A,0.0014,0.0051,0.0051,0.4026,0.0014,0.0137,0.0051,0.0014,0.0051,0.0014,0.0137,0.0051,0.0051,0.0014,0.0014,0.0044,0.0051,0.0051,0.0014,-0.0075,0.0051,0.0014,0.0014,0.0051,0.0044,0.0051,0.0051,0.0014,-0.0075,0.0137,0.0051,0.0014,0.0051,0.4026,0.0051,0.0014,0.0014,0.0051,0.0044,0.0014
TCGA-33-4547-01A,0.8748,0.9039,0.9039,0.9991,0.8748,0.9476,0.8796,0.8748,0.8924,0.8748,0.9476,0.9039,0.9039,0.8748,0.8748,0.8987,0.9039,0.9039,0.8748,0.8117,0.8796,0.8748,0.8748,0.9039,0.9217,0.8924,0.9039,0.8748,1.1648,0.9476,0.8796,0.8748,0.9039,0.9991,0.8796,0.8748,0.8748,0.9039,0.8987,0.8748
TCGA-77-8009-11A,0.0137,0.0142,0.0142,0.0142,0.0137,0.0142,0.0142,0.0137,0.0142,0.0137,0.0142,0.0142,0.0142,0.0137,0.0137,0.0142,0.0142,0.0142,0.0137,0.0206,0.0142,0.0137,0.0137,0.0142,0.0142,0.0142,0.0142,0.0137,0.0206,0.0142,0.0142,0.0137,0.0142,0.3524,0.0142,0.0137,0.0137,0.0142,0.0142,0.0137
TCGA-97-7546-01A,-0.1074,-0.1042,-0.1042,-0.1058,-0.1074,-0.1058,-0.1042,-0.1074,-0.1042,-0.1074,-0.1058,-2.6119,-0.1042,-0.1074,-0.1074,-0.1135,-0.1042,-0.1042,-0.1074,-0.1058,-0.1042,-0.1074,-0.1074,-0.1042,-0.1058,-0.1042,-0.1042,-0.1074,-0.1058,-0.1058,-0.1042,-0.1074,-0.1042,-0.1058,-0.1042,-0.0864,-0.1074,-0.1042,-0.1135,-0.1074
